title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Location,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Travel group,reviewContext/Trip type,reviewDetailedRating/Rooms,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32
Underdogs Too,5,,2024-04-01T22:33:28.449Z,0,James Ramos,8,FALSE,,,3 weeks ago,,,,,,,5,5,,5,ChdDSUhNMG9nS0VJQ0FnSUNEbV9hQjJ3RRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEbV9hQjJ3RRAB!2m1!1s0x0:0xae566943c4f27382!3m1!1s2@1:CIHM0ogKEICAgICDm_aB2wE%7CCgwIuOyssAYQiKCb1gE%7C?hl=en,118380472787573173388,https://lh3.googleusercontent.com/a/ACg8ocK7hCXjzPGeXaHYRW9WBeUpzhauDW7KwJIfaeVCkSfjW3N3gg=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/118380472787573173388?hl=en,,,,,,,,,,,,,,,,,,
Underdogs Too,5,,2024-03-31T13:52:12.789Z,0,Sam Pederson,17,FALSE,,,3 weeks ago,,Dinner,,$20–30,,Dine in,5,3,,4,ChZDSUhNMG9nS0VJQ0FnSUNEbmJuU0N3EAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEbmJuU0N3EAE!2m1!1s0x0:0xae566943c4f27382!3m1!1s2@1:CIHM0ogKEICAgICDnbnSCw%7CCgwIjNWlsAYQyO2k-AI%7C?hl=en,103212083364210106127,https://lh3.googleusercontent.com/a/ACg8ocJQT_aunDvgFooEpvFbzjj6Ga2-uwxJJckq4iMuwFm22uINYQ=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/103212083364210106127?hl=en,,,,,,,,,,,,,,,,,,
Underdogs Too,2,,2024-03-30T20:00:34.580Z,0,Aris,24,FALSE,,,3 weeks ago,,,,,,,4,2,,5,ChdDSUhNMG9nS0VJQ0FnSUNEbGZmcDJnRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEbGZmcDJnRRAB!2m1!1s0x0:0xae566943c4f27382!3m1!1s2@1:CIHM0ogKEICAgICDlffp2gE%7CCgwI4t6hsAYQ0Jz-lAI%7C?hl=en,108324873785429917989,https://lh3.googleusercontent.com/a-/ALV-UjXC59Mv01UMo5xP5eK81vOGpF486mn-txBsrZHhRj5MsZSvgOFu=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/108324873785429917989?hl=en,,,,,,,,,,,,,,,,,,
Underdogs Too,5,,2024-03-29T18:24:03.241Z,0,Angela Kelsey-Giddings,7,TRUE,,,3 weeks ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEaWR6V1RREAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEaWR6V1RREAE!2m1!1s0x0:0xae566943c4f27382!3m1!1s2@1:CIHM0ogKEICAgICDidzWTQ%7CCgsIw46csAYQuLuScw%7C?hl=en,109268651506910599258,https://lh3.googleusercontent.com/a-/ALV-UjUTAP9pD1uRN-Oxhh5OjqJnYSRXD7CGiwHfZfD5g7gk6unVp7BR=s120-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/109268651506910599258?hl=en,,,,,,,,,,,,,,,,,,
Underdogs Too,5,"I had the carne asada quesadilla w/ sour cream and guacamole, my wife ordered the pozole and we shared buffalo wings. I had a $4.50 jarritos ( just a tad bit expensive) and the missus, water. The cost was about $54, which, in San Francisco is about average. The dinner was amazingly tasty and I would recommend this little joint any day.",2024-03-24T06:02:44.677Z,0,Rocketman McFodder,174,TRUE,2024-03-26T19:57:18.298Z,Thank you for the 5-star review! We're happy to hear you enjoyed our food and had a great experience. We hope to see you again soon!,a month ago,,Dinner,,$20–30,,Dine in,3,5,,4,ChZDSUhNMG9nS0VJQ0FnSUNEMk1HMlFnEAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEMk1HMlFnEAE!2m1!1s0x0:0xae566943c4f27382!3m1!1s2@1:CIHM0ogKEICAgICD2MG2Qg%7CCgwIhIT_rwYQiKefwwI%7C?hl=en,102022237102588286994,https://lh3.googleusercontent.com/a-/ALV-UjWeNT5q4rzuPhLd5XDnx1whwMkrYEm6OfYpMwy5j30ND1nPwfQ=s120-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/102022237102588286994?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,,2024-04-21T08:29:12.183Z,0,Rosalie Chian,,FALSE,,,3 days ago,,Dinner,,$30–50,,Dine in,5,5,,5,ChdDSUhNMG9nS0VJQ0FnSUNqMXVYYXZBRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNqMXVYYXZBRRAB!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgICj1uXavAE%7CCgsI2JyTsQYQ6PqiVw%7C?hl=en,113271333977488542029,https://lh3.googleusercontent.com/a/ACg8ocJfQHinW3VZsS1JFoPaxReHUFaqN086gDFBm1JMF6x5VIQnFQ=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/113271333977488542029?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,"I shared on hotel site. Busy Sunday afternoon & we loved our meals; Perfect flat iron steak with small salad included & friend loved fish & chips. We were visiting on a Sunday & a local friend recommended & we had a leisurely lunch with a full dining room. Our waiter & other staff were wonderful. Nice non-alcoholic drink; lemonade, tea AND Pineapple juice.. Coffee served in tiny cups. Difficult to get refills or water refills, but we did. Suggest an espresso machine, as Perfect addition. Enjoyed an apple dessert.",2024-04-12T22:51:41.249Z,0,Kathleen Medley Music,119,TRUE,,,a week ago,,Lunch,Difficult to find parking,$30–50,,Dine in,5,5,,4,ChdDSUhNMG9nS0VJQ0FnSUREcmYtamlBRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUREcmYtamlBRRAB!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIDDrf-jiAE%7CCgsI_fXmsAYQ2LCUdw%7C?hl=en,117551610640786538570,https://lh3.googleusercontent.com/a-/ALV-UjWD-donsL6rtCTOhwGm8eLcK7WDP6_DPxuz5FiFrMte60P9hjFSDw=s120-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/117551610640786538570?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,,2024-04-11T01:55:28.253Z,0,seyda b,35,TRUE,,,a week ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREc2JYN1ZnEAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUREc2JYN1ZnEAE!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIDDsbX7Vg%7CCgsIkIbdsAYQqOXYeA%7C?hl=en,102316215016114963879,https://lh3.googleusercontent.com/a-/ALV-UjXIz-AzfGX_C8LxKTB7Kfoe7qYaQW3rnj32sV7d72PHZ9h3spkZ=s120-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/102316215016114963879?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,4,"Beautiful, expensive oceanside restaurant.",2024-04-09T19:23:26.660Z,0,Susana Renaud,136,FALSE,,,2 weeks ago,,,,,,,5,3,,4,ChZDSUhNMG9nS0VJQ0FnSUREN3N2V05REAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUREN3N2V05REAE!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIDD7svWNQ%7CCgwIrqvWsAYQqNrdugI%7C?hl=en,112180852951729946990,https://lh3.googleusercontent.com/a-/ALV-UjVXg_5s_lHqfU2YaK9skLBbJvJ7vmFCPT9bLR-h8mGMqDHnIrTI=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/112180852951729946990?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,3,,2024-03-31T20:45:37.119Z,0,Victor Eduardo Osorio,10,FALSE,,,3 weeks ago,,,,,,,,4,,4,ChZDSUhNMG9nS0VJQ0FnSUNEZzdDQ2NREAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEZzdDQ2NREAE!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgICDg7CCcQ%7CCgsI8ZansAYQ6PSBOQ%7C?hl=en,112847822380033340810,https://lh3.googleusercontent.com/a-/ALV-UjVFOiyfbg0yNmf_0Kf1dfu7z22Kx-xP1mp-yc87bf5EgXFFCd0=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/112847822380033340810?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,3,,2024-03-17T05:48:50.415Z,0,Jerome Fong,11,TRUE,,,a month ago,,Lunch,,$30–50,,Dine in,4,4,,4,ChZDSUhNMG9nS0VJQ0FnSUNvNnJfX09REAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvNnJfX09REAE!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgICo6r__OQ%7CCgwIwojarwYQsPH0xQE%7C?hl=en,111175166745013793390,https://lh3.googleusercontent.com/a/ACg8ocJdNrBeRelNxCwav9gHc2miGWZ2Nkb8Hd8xfeZ7EySrb8ntyQ=s120-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/111175166745013793390?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,3,"Just stopped for a beer.  If that is what you are looking for, it's great",2024-03-17T05:03:24.081Z,0,Geoff Batchelder,8,FALSE,,,a month ago,,Other,,$1–10,,Dine in,4,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5bnZlQkxnEAE,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5bnZlQkxnEAE!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgID9nveBLg%7CCgsInPPZrwYQ0ObrJg%7C?hl=en,107126050283092141305,https://lh3.googleusercontent.com/a-/ALV-UjXX5s7n2_e2stlV5OcOY1dpTvIupwekhzOutRIxo-X5T8Q5XESJ=s120-c-rp-mo-br100,https://www.google.com/maps/contrib/107126050283092141305?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,,2024-03-10T23:10:11.567Z,0,Brenda suyen c blanco,16,TRUE,,,a month ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM5MS1qVTlnRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5MS1qVTlnRRAB!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIC91-jU9gE%7CCgwI0_u4rwYQ6JO9jgI%7C?hl=en,117815674306981858654,https://lh3.googleusercontent.com/a-/ALV-UjWvYF_Z8ra0VuaE7iA8MBH0tz7eYdSsv-JX_icePade3AdIeJM63g=s120-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/117815674306981858654?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,Love it,2024-03-06T13:50:53.162Z,0,Pedro Hugo,109,TRUE,,,a month ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM5a2FLRW5RRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5a2FLRW5RRRAB!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIC9kaKEnQE%7CCgsIvemhrwYQ0N7MTQ%7C?hl=en,116614269913199114437,https://lh3.googleusercontent.com/a-/ALV-UjXD6h3251hzm5oPgwYGKU2irERJJ4NS53BMI1sjdbJChvyyaJm3=s120-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/116614269913199114437?hl=en,,,,,,,,,,,,,,,,,,
Park Chalet,5,,2024-03-05T01:55:17.400Z,0,Bettina Heinlein,198,TRUE,,,a month ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM5aHFfUWhBRRAB,,,,,,,,,,,,,,,,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5aHFfUWhBRRAB!2m1!1s0x0:0xca9f1b36a89b4dde!3m1!1s2@1:CIHM0ogKEICAgIC9hq_QhAE%7CCgwIhfeZrwYQyOrfvgE%7C?hl=en,103016518334782666773,https://lh3.googleusercontent.com/a/ACg8ocKkAChA7CrPLFanuvR921P0TYzLqCwcIZsNRTqD9pq2QZiqiw=s120-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/103016518334782666773?hl=en,,,,,,,,,,,,,,,,,,
