title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking type options,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32,reviewImageUrls/33,reviewImageUrls/34,reviewImageUrls/35,reviewImageUrls/36,reviewImageUrls/37,reviewImageUrls/38,reviewImageUrls/39
Carmel,2,"We arrived around 2:30.. didn’t put in food or drink orders until 2:50. It was maybe 10 people in the whole restaurant. So very unsure why service was awfullllllllly slow. We had the scallops app & a side of fruit (best thing we had there). Ordered the Carmel Old Fashioned… meh. Also, ordered a mocktail.. yuck. From there, we ordered Hanger Steak & Tenders & fries for our daughter.. we didn’t recieve that until 3:45. Again, there’s 10 people in the restaurant. Everyone just moves around like they’re on edibles. It’s so underwhelming. I’ve never had to ask for a Togo box before the food came & still ended up leaving the food because it was just bad. Hanger steak was lukewarm & the tenders were fried hard & sat under the heating lamp on expo for about 10 minutes. Such a waste of money. Lost our appetite & going home to take a nap to sleep off my horrible mood.",2024-03-23T20:40:42.585Z,0,,8,FALSE,,,a month ago,,Brunch,,$30–50,,,5,2,2,ChZDSUhNMG9nS0VJQ0FnSUNEeUw3dFpREAE,,,,,Google,,109126509334520927407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel,5,"Phenomenal experience! Will definitely be returning. Such a well-designed yet unpretentious interior, very cozy and personal yet still classy and elevated. Indira, our server, really made the entire dining experience so incredible. She was patient, kind, and just a breath of fresh air that we appreciated immensely. I’d highly recommend this restaurant if you’re interested in a calm dining experience with bold, unique flavors.",2024-03-23T19:01:12.885Z,1,,39,TRUE,,,a month ago,,Brunch,Plenty of parking,$30–50,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEaU0zSWxRRRAB,https://lh5.googleusercontent.com/p/AF1QipN0tKqX6NMI9mqp0I6C2waCB2sPXTS8cHenLUYG=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPNsTZtAaOXUH1tWXTDVeVIqSI61dykpjVkpCJy=w150-h150-k-no-p,,,Google,,113999249865312380617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel,5,"I had a great time at Carmel, the seafood was really good, lots of great options and awesome staff. Thanks Liz for a nice experience 😊",2024-03-23T15:29:00.917Z,0,,11,FALSE,,,a month ago,,Dinner,,$50–100,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEc09XR1NnEAE,https://lh5.googleusercontent.com/p/AF1QipMpj_bDWgaBNBrqOluAg-MzcmJwBhPPBnv-pMSv=w150-h150-k-no-p,,,,Google,,108269983596341030553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,Update today. Tried again. Just as bad. The only Krystal I will ever eat at from now on is by the highway in Gainesville Georgia.     I was kind of excited to have some krystal cuz it's been a very long time. What a disappointment! Cold smushed burgers with a funny taste. Took one bite threw the rest away. Afraid they were going to make me sick. Very disappointing won't try here again,2024-04-22T17:32:15.486Z,0,,48,FALSE,2023-12-05T20:40:13.963Z,,2 days ago,,,,,,,,1,4,ChdDSUhNMG9nS0VJQ0FnSUNWdFA3Q2dnRRAB,,,,,Google,,106376765288494429454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,,2024-04-17T03:08:58.777Z,0,,,FALSE,2024-04-17T21:42:01.477Z,,a week ago,,,,,,,1,3,1,ChdDSUhNMG9nS0VJQ0FnSUNqOE5ETW5BRRAB,,,,,Google,,109035422696696260545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,4,"Quick stop through drive thru - good service, no issues.  90- something food rating. All of my food was fresh and hot.  Good stop!",2024-04-16T06:35:53.779Z,0,,12,TRUE,2024-04-20T02:26:22.876Z,,a week ago,,Lunch,,$10–20,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUREMzZiaVFREAE,,,,,Google,,100281713308099162452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,4,"Went through the drive through, bit she was exceptionally helpful with her suggestions to make my experience better.",2024-04-13T19:34:39.524Z,0,,20,TRUE,2024-04-14T00:33:05.280Z,,a week ago,,Dinner,,$1–10,,Take out,4,4,5,ChdDSUhNMG9nS0VJQ0FnSURENDR1cW5nRRAB,,,,,Google,,115668385288720766969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,4,,2024-03-31T23:53:07.254Z,0,,56,TRUE,2024-04-01T00:12:05.852Z,,3 weeks ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNEdzlyODFnRRAB,,,,,Google,,107790895924856327723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,3,,2024-03-30T15:42:52.155Z,0,,16,TRUE,2024-03-31T15:49:18.643Z,,3 weeks ago,,,,,,,1,3,2,ChdDSUhNMG9nS0VJQ0FnSUNEcFlTTDFnRRAB,,,,,Google,,113603541865912256679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,5,I enjoy the food,2024-03-24T19:27:28.726Z,0,,270,TRUE,2024-03-24T21:53:05.330Z,,a month ago,,Lunch,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEbEpLemhnRRAB,,,,,Google,,117649274589977734173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,2,"Cashier charged me for upsize, got Mad when I asked her why, she’s going to say they just upsize .. get the receipt she charged me.. it’s the principal for me, if I don’t ask don’t just give me what you want and look crazy when I call you out on it! I really hate going to fast food places people always have an attitude! Do better! Food liked like it was bit off of, and the fries were cold.",2024-03-20T01:58:16.050Z,0,,72,TRUE,2024-03-20T20:47:38.589Z,,a month ago,,Dinner,,$10–20,,Take out,2,2,1,ChdDSUhNMG9nS0VJQ0FnSUQ5N2ZuejlBRRAB,,,,,Google,,108489156560702969095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,"I'm not sure how anyone is eating here. Coming from the Midwest we had White Castle that had real beef on their burgers, I ordered the three bacon cheeseburger meal. The meat patties damn near disintegrated as I was attempting to eat them which let me know it wasn't real meat. Bacon was decent. They glob mustard on the sandwiches which I don't understand? The fries were the most decent as they're a somewhat comparable to Wendy's fries. In no way shape or form would I ever return to this restaurant.",2024-03-19T00:54:39.093Z,0,,30,TRUE,2024-03-19T16:21:46.077Z,,a month ago,,Dinner,,$1–10,,Take out,4,1,4,ChdDSUhNMG9nS0VJQ0FnSUQ5aGJ2cHFBRRAB,,,,,Google,,104671010354000856430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,5,Good for a late night snack after visiting a bar.,2024-03-17T06:04:26.371Z,0,,333,TRUE,2024-03-17T21:08:47.692Z,,a month ago,,Other,,$10–20,,Take out,,5,5,ChZDSUhNMG9nS0VJQ0FnSUMweTVTSkpBEAE,,,,,Google,,108695520868185527898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,4,,2024-03-06T11:54:22.908Z,0,,63,FALSE,2024-03-06T21:36:56.947Z,,a month ago,,,,,,,3,3,4,ChZDSUhNMG9nS0VJQ0FnSUM5b2FMeENREAE,,,,,Google,,107861140779445534407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,"Staff barely acknowledged our presence, and it appears that had friends there with personal items in all the booths so no one could sit down.
I was stupid and didn't check my order, as I confirmed with the staff it was correct and of course it was wrong but I didn't notice until I got back to my hotel.
They said, ""If that's how she rang it up, that's how I made it.""
And the corn pup was so over fried I couldn't bite into it, and the fries weren't much better.",2024-03-03T00:41:16.881Z,0,,47,FALSE,2024-03-03T16:07:04.900Z,,a month ago,,Dinner,,$1–10,,Take out,1,1,2,ChZDSUhNMG9nS0VJQ0FnSUM5dE1qQktBEAE,https://lh5.googleusercontent.com/p/AF1QipMh46M6XN76zSYMSlmUuQlPP5zUxJgMxh_dAmzV=w150-h150-k-no-p,,,,Google,,117544695733351516046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,The dining room door was locked at 8 pm. Was not able to order.,2024-02-29T01:38:48.162Z,0,,11,TRUE,2024-02-29T14:11:39.970Z,,a month ago,,,,,,,,,1,ChdDSUhNMG9nS0VJQ0FnSURkXzcyWW5RRRAB,,,,,Google,,110485000823808137953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,,2024-02-16T00:48:03.571Z,0,,96,TRUE,2024-02-16T16:43:33.015Z,,2 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNkMGZQUzJ3RRAB,,,,,Google,,108289016755480524932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystal,1,"Food taste old and fries were cold soggy and taste. Like really old oil
Paid 12$",2024-02-15T23:21:53.755Z,0,,34,TRUE,2024-02-16T16:03:32.171Z,,2 months ago,,Lunch,,,,Take out,2,1,4,ChZDSUhNMG9nS0VJQ0FnSUNkMGFTYkh3EAE,,,,,Google,,108702632578968092541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,,2024-04-19T21:37:15.748Z,0,,,FALSE,,,4 days ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNqOHNQR0t3EAE,,,,,Google,,104919899251388571080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,"Pizza tuna nya enak, fried ice cream lumayan, pladuk enak tp ada sdkit bau kynya ad sesuatu yg krg fresh..",2024-03-30T23:54:56.952Z,1,,15,TRUE,,,3 weeks ago,,Lunch,,$30–50,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNEdGZ6Q3hBRRAB,https://lh5.googleusercontent.com/p/AF1QipM9WiOMYUHgRCvC-hA7c1-9dUYJ4z2BR3vQmT50=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPJnhLLgUAW4pHUZRcnRfBOPY1knzf_WEJLvBGz=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipML2HIxQPOGs7mhJq9qG0w1-dcWQD9hynzbizFs=w150-h150-k-no-p,,Google,,100047050032023650008,,,"The tuna pizza was delicious, the fried ice cream was ok, the pladuk was delicious but there was a slight smell as if something wasn't fresh...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,Happy birthday to me. The food and service were excellent.,2024-03-30T01:00:33.234Z,1,,67,FALSE,,,3 weeks ago,,Dinner,Not sure,,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNENmFDLWdnRRAB,,,,,Google,,108624816718094103546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,1,,2024-03-23T18:27:15.079Z,0,,9,FALSE,,,a month ago,,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNEaUxiSkdnEAE,,,,,Google,,107727010510261513038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,,2024-03-22T19:24:33.051Z,0,,39,TRUE,,,a month ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5M196RnZRRRAB,,,,,Google,,104113764252680209214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,Super nice staff! Food was excellent,2024-03-20T04:18:48.361Z,1,,35,TRUE,,,a month ago,,Lunch,,$20–30,,Dine in,3,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5bloyQUlBEAE,,,,,Google,,101322428016695618406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,"One of my favorite sushi places in Atlanta. Friendly staff, great food.",2024-03-13T18:12:56.840Z,1,,10,FALSE,,,a month ago,,Lunch,,,,Dine in,,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5dElxSi1nRRAB,,,,,Google,,110777390411504259593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,Drinks are great in this place! Needless to say about the food!! Great!!,2024-03-12T13:35:19.784Z,1,,63,FALSE,,,a month ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5c0ltS2FREAE,,,,,Google,,107861140779445534407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,"The food was delicious.
The service was fast and very friendly.",2024-03-01T13:30:18.179Z,1,,104,FALSE,,,a month ago,,Dinner,,$50–100,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5Mk1YVXZ3RRAB,,,,,Google,,115613279326745504310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,this restaurant is amazing. service was great i wish i got the server name. beef jerky top tier. me and my family tried multiple dish from the menu and nothin disappointed. i had the pineapple hawaiian bowl and it was just so good. the gyozu was perfect. wings so good. crab ragoon good. basil fried rice good. even the water was good. im so happy i came here everything was perfect for my brother’s birthday.,2024-02-27T05:03:12.468Z,1,,1,FALSE,,,a month ago,,Dinner,,$50–100,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURkODl1SEFREAE,https://lh5.googleusercontent.com/p/AF1QipOrA8pfEUFRKwCygt5ZOnJQZ0xzJUENtctRviO-=w150-h150-k-no-p,,,,Google,,110517691598445947119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,The food is always fantastic here! And they are so nice.,2024-02-26T03:29:32.666Z,1,,18,FALSE,,,a month ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURkamNXWTh3RRAB,,,,,Google,,112513956870370255675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,,2024-02-17T00:29:57.003Z,0,,17,FALSE,,,2 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkMVlubmFREAE,,,,,Google,,115946823527336229477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,,2024-02-15T00:19:20.043Z,1,,368,TRUE,,,2 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkNW9QMmZnEAE,https://lh5.googleusercontent.com/p/AF1QipMz6rkCthMhzJeKaEMytHqZ9y-lUhjwvqFvS2Oc=w150-h150-k-no-p,,,,Google,,103860070898068302054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,5,,2024-02-13T21:37:50.175Z,0,,23,FALSE,,,2 months ago,,Lunch,Plenty of parking,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkX0xhY253RRAB,,,,,Google,,113327376569846298946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Thai and Sushi Bar,4,"Decent place with great Atmosphere. Food was decent but not to the level of expectations that I thought offf. Based on the reviews , went there with high expectations but was satisfied only to a limit. Loved the Dumplings , especially the sauce was tasty. Also, the rice with Mango desert was yummy. Main course was down side to my expectation.
They serve wine, Beer etc",2024-02-08T19:31:03.103Z,1,,71,TRUE,,,2 months ago,,Dinner,,$20–30,,Dine in,5,4,4,ChdDSUhNMG9nS0VJQ0FnSUR0NzQzOHlBRRAB,https://lh5.googleusercontent.com/p/AF1QipPnxZlw7aovgksHr0BNSK6qzcNgZrn8M-8V-Z2n=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMfgf1GO47dHdLY6NP1VmAeyFFtjCbTz5clJsi3=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNT8Vk_XR34xmlKpa0lnVsJVDGT6oetTcVpDGam=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP00ygHpblaJXvE0I6zlP7pRmDMcvDJOeXSvsk4=w150-h150-k-no-p,Google,,101877475398537172198,,,,,https://lh5.googleusercontent.com/p/AF1QipNrCgwLIJXfdvT-zZajQ0IQEBRK0rkfSTVdGW3A=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMaUfCOGOGbPkiBF61otpLYCwJCzXar2HaLTXuY=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMpPAsJWMjSHOfXGR_zNTcJpVDTL83bqJKHmusJ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMEisTAo6_3tz5NlnRskldLMzlpvqXQJv3A5d0_=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOTJ3ilUXaQEYGBLD-ibouKqBMPRmKkk9MY8Nin=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOObhBqV360_MwK-MDZPARCUo3IaFMKgmHO8B5q=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,A little chilly where we were in the bar area,2024-04-24T16:56:17.366Z,0,,20,FALSE,,,3 hours ago,,Lunch,,$30–50,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqN2JXdHdBRRAB,,,,,Google,,107669666516549195927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,Best calamari & sea bass ever.,2024-04-24T03:29:58.788Z,0,,197,TRUE,,,16 hours ago,,Dinner,,,,Dine in,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUNqNWR6eXRBRRAB,,,,,Google,,104053202499439114767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-24T01:30:31.624Z,0,,24,FALSE,,,18 hours ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqcFlqZXF3RRAB,,,,,Google,,111264232284927306034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-24T00:08:14.106Z,0,,1,FALSE,,,20 hours ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqeGI2X3B3RRAB,,,,,Google,,110671761287761056782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-23T21:43:21.723Z,0,,4,FALSE,,,22 hours ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNqaFlHSmFnEAE,,,,,Google,,112817381870769638771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,3,"Good, not great. Food was good in comparison to similar price-points (e.g. Pappadeaux's). Ordered: ribeye (a bit under seasoned), crab salad (dressing was good, lots of crab meat), Chilean sea bass w/ potatoes (tasted instant), calamari (good, crispy not chewy), bread for the table was good but butter was cold (torn the bread apart when spreading) and oysters (super fresh and meaty - east & west coast). Also had 3 drinks and sparkling water. Fresh, handmade, good drinks. Wait staff friendly, knowledgeable about the dishes and attentive. Four people, $360 with 20% tip.",2024-04-23T14:39:58.187Z,0,,11,FALSE,,,a day ago,,Dinner,,$30–50,,Dine in,3,3,4,ChZDSUhNMG9nS0VJQ0FnSUNqMlo2SExREAE,,,,,Google,,100527976562753536325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,"Great food. Good fried lobster tail.
Excellent service.",2024-04-23T14:22:16.861Z,0,,112,TRUE,,,a day ago,,Lunch,,$100+,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUMwZ2VyQ0pBEAE,https://lh5.googleusercontent.com/p/AF1QipMIxW1esrQqUdYzVuhzep8xg7B-zAdZuOAcg7uc=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMUHf-kXhkjcaPm0d42-GIKRQxylfa1KbKq8Ytl=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMSThVbFQqR-TbbcwnOOkif9gpIEXP0GPWq9LFn=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMLXeI86Eyot9LJXzDiN0jXn1eR5iJSYRut-KZI=w150-h150-k-no-p,Google,,108849272412331952226,,,,,https://lh5.googleusercontent.com/p/AF1QipNteXCSwwcljgD8B_rc2PqjgMv6S3AvWX-2EGR3=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMelLx0FpytYfIbmAInYzvWY4VBdNCqdSDZ7EH_=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPFLtbT9NWIM_qREL8Kve2QPCVDPCaaxDkJV5hF=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOdn3pJmkzkdPSkSpbPTVdo_uDs2iCSfu72feaZ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOcY3FxUAlWs8UcmEaA6v0eU2ygHFgbtmOAIiGW=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO-wmRKcjQlHL2vB81eBMUUku5Li4AKTjREHJ2-=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO8bY5gaz-UnyXrBU2_z8FPNoe6Rp_Wt_kVlZzp=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMNjO3HnqOkrtMq7hAZ83sgZlMc7O0BhX5BUuP_=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP-LKKfFXWydlv51XIN6_4aXSm8J4N_LlUNqEJF=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-23T01:25:34.688Z,0,,1,FALSE,,,a day ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqc2ItZENREAE,,,,,Google,,104078992646456614268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,3,The food is fresh and good but honestly very overpriced but the bisque was excellent this isn't my first time here but I'm not sure if I will return again,2024-04-23T00:31:57.991Z,0,,40,FALSE,,,a day ago,,Lunch,,$100+,,Dine in,3,3,4,ChZDSUhNMG9nS0VJQ0FnSUNqc2VYRmZBEAE,,,,,Google,,109039426276767362523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-22T18:54:52.989Z,0,,3,FALSE,,,2 days ago,,Lunch,,$50–100,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqa2FyOVBnEAE,,,,,Google,,115663289076685722070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-22T18:49:17.146Z,0,,12,FALSE,,,2 days ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqa2RLWjhnRRAB,,,,,Google,,116771327166500424911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-22T00:47:37.651Z,0,,5,FALSE,,,2 days ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqbnVxSHdnRRAB,,,,,Google,,100720186138470813188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,"Matthew took GREAT care of my family of four (two adults & two kids — ages 3 and 5). When you come in, ask for Matthew. His recommendations and his service was so great. This was my first time here and I’m sure we’ll be back. I love the fact that we were able to valet park our car— eliminates the need to search for a parking spot. Thank you Matthew & Atlanta Fish Market! Just what this mama needed.",2024-04-21T22:16:06.940Z,0,,3,FALSE,,,2 days ago,,Dinner,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqN3VIcWFBEAE,,,,,Google,,113903291519179198200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,,2024-04-21T21:59:17.759Z,0,,2,FALSE,,,2 days ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqN3JhUGpBRRAB,,,,,Google,,111956081863634953478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Fish Market,5,Outstanding waiter!,2024-04-21T21:52:12.211Z,0,,7,FALSE,,,2 days ago,,Dinner,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqN3NiWlJREAE,,,,,Google,,112328094702645097165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambinelli's Italian Restaurant,5,"Edit2: Today I got the gnocchi & broccoli with alfredo. It was amazing. I wish I got extra alfredo. I got rolls (they were a bit hard but still good). And cheesecake. Was sooo worth it.

Edit1:Why did nobody tell me I was going to live off of these portions for days?!
Food is really good.
Happy I stumbled across this place!
Shrimp alfredo & side of garlic bread. $30-$40 through doordash. Thats with DD fees.",2024-04-19T00:34:23.492Z,0,,157,FALSE,2023-07-04T20:18:51.120Z,,5 days ago,,Dinner,,$20–30,,Delivery,,5,5,ChdDSUhNMG9nS0VJQ0FnSUR4dDkyOHJRRRAB,,,,,Google,,109116070912623245013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambinelli's Italian Restaurant,5,"The pizza was a 10/10. I can’t wait to try other dishes!

Update: I got the carbonara whew 🔥

I’m looking at the other reviews and cannot believe what I see this isn’t Pizza Hut this is REAL Italian food!",2024-04-11T00:31:49.367Z,0,,44,FALSE,2023-01-15T02:11:30.977Z,,a week ago,,Dinner,,$10–20,,Delivery,,5,5,ChZDSUhNMG9nS0VJQ0FnSURCak55MFZ3EAE,,,,,Google,,106642480995301699947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambinelli's Italian Restaurant,1,Nothing on here said they are only doing take out.  Went out of our way and didn't realize they were closed for inside dining until we got to the door.  We were nervous when there weren't many cars in parking lot,2024-03-27T23:25:17.297Z,0,,290,TRUE,2024-03-28T12:36:09.449Z,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEbHB2MVNBEAE,,,,,Google,,114774232685406060629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
