text,reviewId,city,lan
🤢🤮 Nasty... The potato salad taste like nothing but mayo. The ribs was tough. The chicken wings wasn't done. I'll never return here again. Money wasted  Mac & cheese was nasty too. Threw the whole plate away. 🤦‍,ChZDSUhNMG9nS0VJQ0FnSURGeXN1aVFBEAE,Atlanta,en
"BAYYYBAYYYYYY!!!!! I wanted some BBQ so bad for dinner tonight. I did a quick Google search, stumbled across Slabhouse BBQ truck and they DID NOT disappoint!! I ordered a half slab, wings, Mac n cheese, sweet potatoes, baked beans and potato salad. Everything was good, those ribs though....Lord have mercy! I'll be back!",ChdDSUhNMG9nS0VJQ0FnSURGMExXdTZRRRAB,Atlanta,en
I have been going to the BBQ joint every two weeks since a had their ribs. I love the baked beans as well. And their lemonade is the best in Atlanta,ChZDSUhNMG9nS0VJQ0FnSURSMHFfMVhnEAE,Atlanta,en
Good tasting but portion size for a small who are the amount of money,ChZDSUhNMG9nS0VJQ0FnSUNoMzlUVmRBEAE,Atlanta,en
"Don’t try to order out from them you will not get your food, not given updates, not answer the phone, not respond to you, and try and keep the money. I wish I could tell you how the food was but I wouldn’t know.",ChZDSUhNMG9nS0VJQ0FnSURldk5Dd013EAE,Atlanta,en
Don't wait late will run out. Good smoked meat,ChdDSUhNMG9nS0VJQ0FnSUNlek0zbHpRRRAB,Atlanta,en
"Just drove in from Mississippi my husband and I googled and found this place… Husband got rib tips.. I wanted whole ribs said it would be 20 mins… Totally worth the wait! Lemonade on point, definitely will be back! Love supporting Black Owned businesses..",ChdDSUhNMG9nS0VJQ0FnSUN1cVpPQjd3RRAB,Atlanta,en
Food on point! Great dessert.,ChdDSUhNMG9nS0VJQ0FnSUN1a3RUZXFRRRAB,Atlanta,en
"I live on this side of town and have never tried Stems so I decided to try it out while supporting a black owned business. I ordered the 3 wing breakfast ($11.50 + tax) and a side salmon patty ($5 + tax).

3 wing breakfast: OK - comes with grits and eggs (scrambled), with choice of toast or biscuit. Eggs were light and fluffy but, grits were undercooked and very ""gritty"" along with 3 very small lightly seasoned wings.

Salmon: Horrible - appears to be a precooked frozen patty which was spicy and dry. Definitely not like any fried Salmon patty I've ever had.

All in all, the staff was friendly but I didn't care for the food bought today. I may try other dishes in the future.",ChdDSUhNMG9nS0VJQ0FnSUREMElEaHdBRRAB,Atlanta,en
Homemade food that's great. Never takes long. Customer service really good.,ChdDSUhNMG9nS0VJQ0FnSUNPZ0xTV3VBRRAB,Atlanta,en
Was closed and a pod was at the front door .. appear to be moving or closing up!,ChZDSUhNMG9nS0VJQ0FnSUNXMzl2NktREAE,Atlanta,en
How is the public supposed to know you guys are closed for renovations?,ChZDSUhNMG9nS0VJQ0FnSUMxaHNIWExBEAE,Atlanta,en
"Nah.. This ain’t it. I feel I need to throw up while typing this. :( I ordered a bacon, egg, & cheese croissant which totaled to $9, to add a side of potatoes would’ve been $15. No drink included. My stomach aches after eating that. It wasn’t very tasty, but edible. Keep driving if you can. The customer service is a 3/10.",ChZDSUhNMG9nS0VJQ0FnSUNWOGUzRkhBEAE,Atlanta,en
THIS PLACE PRICES ARE TO HIGH…. especially for the amt of food they give you ! Chic Fil La & Gut Busters are way more reasonable with their prices and give adequate food portions. We are aware of inflation and increased prices but this place is too expensive. And they’re milking this free market with their prices.,ChdDSUhNMG9nS0VJQ0FnSUNGcTRPVDNRRRAB,Atlanta,en
Ordered the bacon egg and cheese sandwich with a side of grits and everything was good and still hot. I stay close so I walked to and from and food was still hot when I made it home. Hidden gem fa sure,ChdDSUhNMG9nS0VJQ0FnSUNGeTh5MzV3RRAB,Atlanta,en
"Very friendly staff, always welcoming.",ChdDSUhNMG9nS0VJQ0FnSUNkNFl2UF9nRRAB,Atlanta,en
"This place is cute but very small. The food was ok but overpriced and the service was okay we sat at the bar. I could not see me paying for a table or  bottle service here, again way overpriced. The music was not my genre. I accompanied friends out while in town.  It was an okay experience for my 1st time this would not be my 1st choice. In Buckhead/Midtown.",ChZDSUhNMG9nS0VJQ0FnSUNsMWVtTkpBEAE,Atlanta,en
"Vibrant club...young crowd....overpriced tables and bottles, but ideal for the fake sophisticated...not my vibe.",ChdDSUhNMG9nS0VJQ0FnSUNCaW9laHdRRRAB,Atlanta,en
I love it here great vibes,ChdDSUhNMG9nS0VJQ0FnSURlZ3NQRjR3RRAB,Atlanta,en
Awesome place to go,ChdDSUhNMG9nS0VJQ0FnSURXMmZieHpBRRAB,Atlanta,en
"Nice spot to smoke hookah and renovations look great. The customer service is not great, but it’s a nice chill spot.",ChdDSUhNMG9nS0VJQ0FnSUQyeXVhZHNRRRAB,Atlanta,en
"Really nice atmosphere. All the staff were nice. I went during lunch time on a Friday and it was not crowded at all. It’s a small space but doesn’t feel cramped. The menu is not higher but it has great options that are outside of the box. I enjoyed my
Appetizer and entree. The dessert was okay and the parking is not very convenient.

The sever did a great job with recommending wine pairings with our food.",ChZDSUhNMG9nS0VJQ0FnSUNqM3VTVlFnEAE,Atlanta,en
"I was thrilled to visit this restaurant for my birthday as it appeared *perfect* for me with the upscale dining experience + books pair. While the service and environment did not disappoint, the food did. It all tasted pretty good, and presented nicely, however the portion sizes were appalling for the prices. The server said the plates are meant to be shared, so we ordered more dishes than we originally intended to. But when you order a plate for $45 and only get three Brussels sprouts to “share,” you feel robbed. After spending more $200 total, we were not even full when we left.",ChZDSUhNMG9nS0VJQ0FnSUNqOXRHU1B3EAE,Atlanta,en
"This is maybe the best restaurant I've been to in years. It excells in all categories, but especially the food. I'm still craving the omelet. I cook omelets all the time but the technique they use for their omelette just blows me away! No wonder it made the New York Times!",ChZDSUhNMG9nS0VJQ0FnSUNqaXNyblBnEAE,Atlanta,en
Outstanding service. Great vibes and the toffee dessert is to die for.,ChZDSUhNMG9nS0VJQ0FnSURELWJHbUdnEAE,Atlanta,en
"Overall, we had a good experience! Food was good. My drink was good. Definitely bougie in all areas. Book options were low.. coffee table and cookbooks that were price range from $50 and up. Was wishing to bring home a cozy read for the afternoon. Also, wasn’t super cozy, very corporate buckhead. Could be really good for a business lunch.",ChZDSUhNMG9nS0VJQ0FnSURELXJTNkx3EAE,Atlanta,en
"This experience was underwhelming and expensive for the price. Although it is marketed to be a book store, you can't really look at the books and you're not allowed your laptops at the bar in the case you want to have a drink and work. The hostess wasn't going to seat me at first and then decided she did have an empty seat at the bar for a couple hours and I felt a bit of judgement passed since I was alone. And on that note, bar requires reservations. Food was mediocre and overpriced. It just ultimately seemed like based on how you were dressed and how you looked, you may get better service than others.  The bartender however was very nice and knowledgable on wine.",ChdDSUhNMG9nS0VJQ0FnSUREaUo2djlnRRAB,Atlanta,en
"Nestled in the heart of Buckhead. This sophisticated literary experience of dining is tasteful and quaint. Lucian offered a wonderful dining experience while surrounded by exquisite coffee table books. Eddie offered supreme service with suggestions from the menu. The steak was like butter, melting at every bite. The oysters were fresh and adorned a refreshing hint of pear. The Chocolate Budino topped with Pistachios rounded out the meal superbly.",ChZDSUhNMG9nS0VJQ0FnSUNELW95V2Z3EAE,Atlanta,en
As good as it gets. Every wine by the glass is delicious. Backed by an extensive bottle menu. Food is outstanding.,ChdDSUhNMG9nS0VJQ0FnSUQ5N291dG1RRRAB,Atlanta,en
"The servers forgot to bring wine twice, the pace of coursing is super slow (2 hrs after ordering without dessert), and I left hungry after ordering quite a bit. Beautiful space, but the food is lacking. I would recommend coming only for drinks.",ChdDSUhNMG9nS0VJQ0FnSUQ5dU5yYy1nRRAB,Atlanta,en
"Walked in to treat myself to a nice cocktail and a small bite. The look of the restaurant is beautiful and intimate. Great for a drink at the bar with a book or for a date. I sat at the bar and the bartender was very helpful with recommending a cocktail and food. She suggested a delicious yuzu cocktail that I had with an amazing custard dessert that was decorated with glazed pears and other fruit.
I enjoyed sitting at the bar and talking with the staff who were very helpful on recommending great dishes and delivering excellent service.",ChdDSUhNMG9nS0VJQ0FnSURkOGFiVTN3RRAB,Atlanta,en
"I’ve been here for lunch and dinner. Google restricts my review to one meal (at least for photos and menu items) but I’d love to share my experiences of both.

My latest visit was for lunch. This is one of the most underrated lunch experiences in Atlanta. The atmosphere is light, airy, casual but elevated/sophisticated. Menu seems unassuming but has some absolute knockouts. Service was also just really enjoyable; I’m not much of a conversationalist but had Caroline at the bar and ended up having one of the best restaurant chats in recent memory, and was guided through the menu for an awesome selection of the omelette, sticky toffee pudding, and coffee.

Dinners are more intimate, and a little hard to get a reservation so it’s been tough for my schedule. Unsure how a group reservation would go but can vouch for solo trips and dates, or close 1:1 catch ups. Despite the reservation struggles, I appreciate the smaller seating capacity and streamlined menu. I suppose I’d like more small bite options to pair with the wine because I always end up getting the Jamón Ibérico and would like more meats, but that’s knit pick.

I’ll end with a confirmation that the book store element is not a gimmick and not aesthetics only - the curation is so well done. I’ve gotten 5 books as gifts and 2 for myself.

Really appreciate this spot. Atlanta could use more spaces like this that execute on the actual food experience as well as they do in the creativity and vibe.",ChdDSUhNMG9nS0VJQ0FnSURkX3N5MnpnRRAB,Atlanta,en
"Couldn’t ask for a better experience. The atmosphere is beautiful, the menu has everything you could ever want, and the service is wonderful - everyone is so knowledgeable and kind. Highly recommend treating yourself to lunch service at the bar!",ChZDSUhNMG9nS0VJQ0FnSURkcm9UN1RREAE,Atlanta,en
"Very tasty ramen, although trust them when they say their spicy ramen is hot! The cocktail and drink selection is great",ChdDSUhNMG9nS0VJQ0FnSUNqa1pUb3dRRRAB,Atlanta,en
This place was nothing short of amazing. Sherlin’s service was exceptional. The ramen and the specialty cocktails were some of the best I have had in a long time. Recommend this place if you want a great experience with the utmost exceptional service. Will come again.,ChZDSUhNMG9nS0VJQ0FnSUNqenA3a2ZBEAE,Atlanta,en
Sherlin was the sweetest! Food was also amazing. Must try!,ChdDSUhNMG9nS0VJQ0FnSUREdkpmNnBnRRAB,Atlanta,en
"I love the food. They have really good portions for the price you’re paying. The servers are all so attentive, and great. Sherlin was our waiter, and she was so great!",ChdDSUhNMG9nS0VJQ0FnSUREMDZLd3N3RRAB,Atlanta,en
Favorite Ramen place in ATL!!! Must try soo good.  Sherlin was a great waitress!!,ChdDSUhNMG9nS0VJQ0FnSUREOHAybG1nRRAB,Atlanta,en
My favorite restaurant in Atlanta! The spicy tonkatsu is delicious! Best edamame I have ever had in my life. Absolutely love it!! Sherlin was a fantastic server!,ChdDSUhNMG9nS0VJQ0FnSUREOHUyRi1nRRAB,Atlanta,en
Great food great atmosphere great service! Sherlin was extremely friendly and we had a great time!,ChdDSUhNMG9nS0VJQ0FnSUREdkplNjRRRRAB,Atlanta,en
Steven was our server. He was very knowledgeable about the menus. Very friendly. He recommended us all the great dishes. Best ramen and service! Go see Steven:),ChdDSUhNMG9nS0VJQ0FnSUNEMjhMbWd3RRAB,Atlanta,en
"Everything was so good. Phong N was very helpful, thank you.",ChdDSUhNMG9nS0VJQ0FnSUNEdzlmQndBRRAB,Atlanta,en
Sherlin did an excellent job!  The food was amazing as well as the atmosphere.  10/10 place will go again!,ChdDSUhNMG9nS0VJQ0FnSUNEd19TWjBnRRAB,Atlanta,en
Food was great and service was quick. The server Sherlin was very communicative at explaining everything,ChZDSUhNMG9nS0VJQ0FnSUNEdzlTc0pnEAE,Atlanta,en
The best ramen I've had and nothing is even close.,ChdDSUhNMG9nS0VJQ0FnSUNEdmR6YWpnRRAB,Atlanta,en
"Food is really good, never knew they had this location. Better the Sandy Springs and on par with Duluth. Sherlin was our server it, she was so sweet.",ChdDSUhNMG9nS0VJQ0FnSUNEOVl5N2xBRRAB,Atlanta,en
Great experience here! Major shout out to Sherlin for her exceptional service! Would 100% come back.,ChZDSUhNMG9nS0VJQ0FnSUNEOVl5aWJREAE,Atlanta,en
"Indonesian food! The taste is very close as it can be to how they are in Indo.

Great food, decent prices, friendly staff, great service, nice environment.

We will go back!",ChdDSUhNMG9nS0VJQ0FnSUNEM1pHcXlBRRAB,Atlanta,en
"Absolutely delicious 🤤.
Great service, drinks, and very cute restaurant.

A must visit if you're in Atlanta.",ChdDSUhNMG9nS0VJQ0FnSUNEN3FfYzV3RRAB,Atlanta,en
"A beautiful restaurant with absolutely wonderful food and attentive service. We have been going to WIN for a number of years and have always enjoyed our experience and meals. Over the years the menu has changed but the quality of the food has remained consistently high, delicious, and interesting. They offer wonderful coffees and delicious drinks, the Kuno Fashioned being a must try!",ChdDSUhNMG9nS0VJQ0FnSUNEcXJTVF93RRAB,Atlanta,en
"Had dinner there the other night; no reservation but was promptly seated. The atmosphere is very nice, and the music selection was good for me, as it was mainly 90s and early 00s. It was also played at a nice, audible-but-not-intrusive level. My partner and I could easily hear each other talk. The service was great, and our server was very patient and knowledgeable about the whole menu. He also gave good recommendations.
The food was amazing. Best tofu I've had in years. The duck was great, and the corn fritters were good. All the fried foods were light, not greasy and heavy, and tasted like they used clean oil. The drinks were good, and reasonably priced. Actually, everything was reasonably priced because we had about 10 things and the bill was on par for a business lunch for us, even though it was a nice dinner.

We will definitely be back soon.",ChZDSUhNMG9nS0VJQ0FnSUNEaUxTT053EAE,Atlanta,en
"Planned to meet with a group and some members of our party arrived much later than planned. Regardless, the service was excellent, food and drinks were prompt and excellent.

For the appetizer, we had the small tasting plate with corn fritters, kreme crispy chicken and pork wonton. The crispy chicken was my favorite, it was crunchy and still juicy, just perfection. The shrimp crackers they give are also really good along with the sauce. For the mains there was a mixture of lamb, beef and chicken ordered and everyone enjoyed their meals and accompanying drinks.",ChZDSUhNMG9nS0VJQ0FnSUQ5N1lqZkxBEAE,Atlanta,en
Always great food and drinks and nice service. Definitely recommend the tempura brussels sprouts!,ChZDSUhNMG9nS0VJQ0FnSUM5Mm9UaVRREAE,Atlanta,en
I just sat at the drive-through speaker for over 10 minutes without anyone talking to me. I drove up to the window and took me about three minutes to get someone's attention and then they acted like it was my fault that they weren't doing their job. do not recommend this Dunkin' Donuts.,ChdDSUhNMG9nS0VJQ0FnSUNqNGZtUXNnRRAB,Atlanta,en
Good food good fun in a secure environment.,ChZDSUhNMG9nS0VJQ0FnSUNqZ2ZpZ093EAE,Atlanta,en
Quick and great doughnuts from the drive-thru. Took me no time to get two dozen assorted doughnuts,ChdDSUhNMG9nS0VJQ0FnSUREZ3ZQWndnRRAB,Atlanta,en
"Omg I was so excited to try the sparkd drinks. And omg I was so disappointed  I loooooove peach flavored drinks and this tasted NOTHING like peach. May be peach soap flavor but no peach fruit flavor. I gave it 3 stars because at least it worked... with the caffeine and all.           so disappointed. I feel like I wasted my money on something I have to drink,now, not want to drink.
The man at the window was nice though! Sounds like he enjoys his job and is greatful to have a job. Unlike some other fast food restaurants these days.",ChZDSUhNMG9nS0VJQ0FnSUNEdEtmV2RBEAE,Atlanta,en
Such an attitude !!!,ChZDSUhNMG9nS0VJQ0FnSUNEcEphMU5BEAE,Atlanta,en
The crew here is delightful! Courteous and friendly!,ChZDSUhNMG9nS0VJQ0FnSUQ5dTUtc2ZnEAE,Atlanta,en
There's tons of donuts in there and it has the special cinnamon iced coffee which I love. It's a modern Dunkin donut and opens early. I personally recommend it before your Marta trip.,ChZDSUhNMG9nS0VJQ0FnSUQ5NGEyMlZnEAE,Atlanta,en
"Went there at 8:30AM this morning. There were two people in line. I go to the “pickup” orders sign to pickup an UberEats order. I wait and no one acknowledges or even looks at me.

I then show one of the baristas my phone and say that I’m here for an UberEats order. She looked at me, then proceeded to ignore me..happy to take my business to the Dunkin down the street or any number of other shops in the area instead.",ChZDSUhNMG9nS0VJQ0FnSUQ5Nm9IQ0pnEAE,Atlanta,en
Stop invasive advertising,ChZDSUhNMG9nS0VJQ0FnSUM5NGRUUFZnEAE,Atlanta,en
Love me my Dunkin’,ChdDSUhNMG9nS0VJQ0FnSUM5N091SWlRRRAB,Atlanta,en
"Despite being short-staffed, the service at this place was exceptional. Appreciated the complimentary still or sparkling water option. Our waitress was very knowledgeable, even giving us a heads up about the sweetness level of a particular sake we ordered. The sushi was fresh and absolutely delicious.",ChZDSUhNMG9nS0VJQ0FnSUNqck4tbVBBEAE,Atlanta,en
"Our server was great - but that’s about it. The AC had been broken for two days; and still was, you’d think that a place where you are dropping about $250 a person could get it fixed sooner. It wasn’t busy yet our order was delayed, any seared pieces that would have been great if they were “just seared” were now room temp; better quality than your average sushi spot, but not high end, and not worth going all out. Maybe a working ac would have helped the kitchen/chefs out a bit.",ChdDSUhNMG9nS0VJQ0FnSURENmJMRzBRRRAB,Atlanta,en
"Had a wonderful experience here. We had 16 course omakase tasting, and added few additional pieces right before desserts. Every single course was beautiful and delicious. Especially the design of plates/objets went perfect with each piece. For some of them, I felt like I was looking an contemporary art! Chef was super professional(Sorry I forgot to ask your name, you were the best) and provided enough(but not too complicated) explanations for us.

For drinks, welcome drink was amazing lovely. Crafted cocktail was bit strong and too flavourful to me. Not balanced. I also ordered sake flights, which was the best choice. Portion of sake was not much, nor
little. Server explained/recommended each sake and told us which sake would go well for each dish. We told them we're celebrating PHD defense, and they put small congrats graduate decor for our dessert. Gift after the course was also quite impressive - a sweet treat and teabag. We had to wait about 20 minutes because other people came late, but I was not angry as the chef/server explained and apologized enough.

Overall satisfied. Definitely will come again to try 25 course.",ChZDSUhNMG9nS0VJQ0FnSUNEc28zUFR3EAE,Atlanta,en
"My wife and I came to brush for dinner after our wedding. We were excited to try the tasting menu and it did not disappoint. The rice in each roll and nigiri was amazing, the fish fresh and buttery, the service was exceptional and they treated us so well. We really enjoyed our wedding dinner here. Thank you to Brush for making our meal so memorable.",ChdDSUhNMG9nS0VJQ0FnSUNEdFBfZmdnRRAB,Atlanta,en
"Having tried thoroughly enjoyed our omakase experiences at Mujo and Hiyakawa we have been trying to find other similar experiences in Atlanta. I am happy to report that Brush's omakase did not disappoint. The service was outstanding. Both the servers and the chef spent generous amounts of time talking with us and making sure we had everything we needed/wanted.

We did the 16 course menu and it was the perfect amount a food and I would say it is a better value when compared to Mujo or Hiyakawa. I would say the atmosphere sits in between those two. Mujo having a very chill comfortable vibe and Hiyakawa being more like a museum and culinary course. At Brush you get a more chill vibe and can get as little or as much information you want to the meal. I would also say that Brush is much less overbearing on the rules than either Mujo and Hiyakawa which was very nice.

The quality of the fish and dishes were amazing. Brush has a unique rice and some unique presentations that the other places don't have. All things considered I think Brush my be the best overall place (accounting for price, comfort and experience).

The only draw back of the omakase experience for me is the the space in not an intimate as the other spots I have mentioned. You can definitely tell you are in Buckhead.",ChZDSUhNMG9nS0VJQ0FnSUQ5bWRfU1JnEAE,Atlanta,en
Fantastic experience. We will definitely be back. Thomas took great care of us & everything was exceptional ,ChZDSUhNMG9nS0VJQ0FnSUM5NjVxemFREAE,Atlanta,en
"I went in for the 25 course omakase by Chef Jason, and it was an absolute spectacle! The sushi was freshly prepared. The service from staff was amazing. Chef Jason proudly served his creations and I would not hesitate to recommend this experience to others!",ChZDSUhNMG9nS0VJQ0FnSUM5cWUzNlVREAE,Atlanta,en
"Very excellent sushi. I feel bad for saying this as a loyal Umi, Tomo's and MF Sushi fan. This is an elegant touch above. You have to savor each bite. If you want to lavish your taste buds, try this experience.",ChdDSUhNMG9nS0VJQ0FnSUM5N0l6MjdRRRAB,Atlanta,en
"Putting it mildly, we are foodie food snobs, and we had one of the best meals in a long time at Brush. We came for a special occasion and sat at the bar with Angel, who was a lovely guide to our meal and helped us choose some delicious sake. We began with the dry-aged fish tasting - fresh and delicious. Then we enjoyed both the caviar and o-toro service, both of which exceeded expectations. And finally we ordered the table side wagyu - meat-in-your-mouth delicious. We weren’t sure what to expect, and left satiated and delighted.",ChZDSUhNMG9nS0VJQ0FnSUNkeE5xLVB3EAE,Atlanta,en
"Wow what an experience! From the hostess to the chef our experience was phenomenal. Went for the omakase experience and will be back for sure. We were greeted by a very kind hostess who took our coats and led us to the bar while we waited for our sever- the bar was attentive, quick and very friendly even offering suggestions based on our usual drink types. Our server came to greet us at the bar and walked us to the Omakase area which was so beautiful — the details of the restaurant were just perfect.

Once we sat down our server went over the drink pairing with us and we opted to let him choose for us throughout the dinner (excellent decision). The chef came out to greet us and immediately started preparing fresh wasabi and getting right into the meal.

The food was delicious. They have a unique sushi experience with dry aging the fish. We were able to compare fresh and dry aged of multiple types and then moved on to Nigiri (and wow this was my favorite part). Everything we ate was delicious and we left very satisfied and will be back.

We didn’t take many photos as we were living in the moment but this place needs to be added to your must try date night spots ASAP.",ChdDSUhNMG9nS0VJQ0FnSUNkNE5EeGxnRRAB,Atlanta,en
amazing atmosphere! chef is very personal and engaging. the overall restaurant and staff is amazing and beautiful. would love to come everyday!!,ChdDSUhNMG9nS0VJQ0FnSUR0bkxPTDBnRRAB,Atlanta,en
Settled for the Chef’s Tasting over the Omakase due to price. Definitely worth it and gave a nice sample of all the types of fish that was offered. It even came with 2 different dessert samples! Server was great and explained all the dishes that came out. Will be back to try the Omakase later and see what the sushi chef has in store.,ChZDSUhNMG9nS0VJQ0FnSUROM3VfbEx3EAE,Atlanta,en
"I really enjoyed the aesthetics of this place and their acai bowls were delicious! I built my own bowl, but I love that they incorporated the granola with the acai as you get the perfect balance in each bite. The workers were also pretty chill so I would happily stop back here again if I was in the area!",ChZDSUhNMG9nS0VJQ0FnSUNqa3JYSUtBEAE,Atlanta,en
"The atmosphere was really nice and laid back.  Their service was amazing and very professional.  We ordered the “Purple Moon” Açaí Bowl Smoothie.  Sorry, after I realized I should’ve taken a picture, it was all gone.  YUMMY

This place is also great for friends who are vegan.",ChZDSUhNMG9nS0VJQ0FnSURELTlITU93EAE,Atlanta,en
It took a minute but the smoothies were awesome. They cut all the fruits and veggies fresh in front of you and you can taste it. Wonderful on a sunny day in Atlanta.,ChdDSUhNMG9nS0VJQ0FnSUREM0lMSzBBRRAB,Atlanta,en
"When I first found this place I was head over heels. The juices, the fresh coconut water, and that burger!! 10 out of 10! The esthetic and ambiance is everything! The lounge in the back even had a free Ms pac man machine! And the bean bag is super fun to sit on, my neice loved it!",ChdDSUhNMG9nS0VJQ0FnSUNEaEp6US13RRAB,Atlanta,en
"The vibe here is so relaxing I nearly fell asleep meditating.

Great eats, and even greater vibes and service. Highly recommend.",ChZDSUhNMG9nS0VJQ0FnSUQ5MnBUaUlBEAE,Atlanta,en
"Great atmosphere, good vibes, very friendly staff, good menu options, high-quality and fresh ingredients. Highly recommended.",ChZDSUhNMG9nS0VJQ0FnSURkaHV5UlBREAE,Atlanta,en
The best juice bar in Atlanta. If you're looking for fresh made juice and food this is the spot. I also find it convenient having my meet and great with clients there sharing a healthy hookah at Tribe with an acai bowl. Juiceheads is my 3rd home.,ChdDSUhNMG9nS0VJQ0FnSUNkeUlPdWxBRRAB,Atlanta,en
Favorite smoothies in the city. Love the lounge. The lighting creates a great mood & good balance btwn a place to get laptop/remote work done or have a meeting.,ChdDSUhNMG9nS0VJQ0FnSUR0NF82TndnRRAB,Atlanta,en
"For some reason every single smoothie shop on the planet is remarkably slow, yet this juice shop takes it to an entirely new level. The employees have literally no idea what they are doing, they move around confused and unsure if they are supposed to be making smoothies or simply talking to one another. The parking for the store is super inconvenient and it took 30 mins plus to get 2 smoothies that cost $32!!!  Btw, there are only 4 smoothie choices on the menu. Do not come here",ChZDSUhNMG9nS0VJQ0FnSUR0aXAzUFRREAE,Atlanta,en
The atmosphere is nice but the bowl was absolutely disgusting. The açaí base was extremely bland and the banana on top was old. Super disappointed in this 15 dollar bowl.,ChdDSUhNMG9nS0VJQ0FnSUMxc28yR2tRRRAB,Atlanta,en
Delicious bowls and super nice staff!!,ChZDSUhNMG9nS0VJQ0FnSUNsbmRlSmZnEAE,Atlanta,en
"First, great avocado toast. However, the employees were too deep into work gossip to explain the menu but the tea was juicy. My recommendation is that they work on the decor of the lounge. It’s a great concept but needs things like adding dining tables and providing better lighting to eat in would prevent so many food & drink stains on the carpet and furniture. This place has the potential to the Atlanta’s Andelle’s.",ChZDSUhNMG9nS0VJQ0FnSURGMnJhNmVBEAE,Atlanta,en
"Nice , clean , chill environment",ChZDSUhNMG9nS0VJQ0FnSURaaGJlUUtBEAE,Atlanta,en
"Nice atmosphere, good drinks and hookah! Waitresses are very attentive.",ChdDSUhNMG9nS0VJQ0FnSUNEbWFyN25BRRAB,Atlanta,en
"This place is amazing, the vibes and quality of customer service is high end. Great people",ChZDSUhNMG9nS0VJQ0FnSUNENmMtNFRREAE,Atlanta,en
"If you’re in the market for a true foodie experience, this is the place! From the warm welcome as  you walk through the door, to the way they took the time to explain the delightful menu options, it’s really easy to fall in love with Phat Yuca.

I had the HellaVegan with a side of sweet potatoes drizzled with the mouthwatering white garlic sauce. Truly an explosion of flavors! The yuca pocket literally melts in your mouth...downright delicious!

Between the friendly service, the savory menu and the chill music, this place is a total VIBE!",ChZDSUhNMG9nS0VJQ0FnSUNqLXA3bUxBEAE,Atlanta,en
"I think I went to close to closing time so many things were sold out.. which means they are probably really good sometimes.
For $18 with tax I got a small arepa stuffed with mushrooms, some avocado, and maybe 2 banana peppers with a small side of beans.  .The beans and garlic Sauce was delicious.  For my taste and belly, the mushrooms and arepa could have been cooked more.",ChZDSUhNMG9nS0VJQ0FnSUNqNk9xak93EAE,Atlanta,en
"I’m a Colombian arepa expert, and as soon as we walked in we were received with great costumer service. Their arepas were so good we are definitely coming back and telling all my Colombian friends. I ordered the shredded chicken with avocado and spinach, for my side it was kale. I am highly impressed by Phat Yucca.",ChdDSUhNMG9nS0VJQ0FnSURENGNyaGpRRRAB,Atlanta,en
