title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13
Gene's Bistro,1,"Our bartender Cyntavia seemed like she absolutely did not want to be there. Food on both our orders were wrong and when we brought it up, she said the menu must have changed. Then I watched two guests who ordered after us get the same things, and get them correctly. She was also rude with other guests that were just trying to pay and catch their flight.

Food was mediocre, an expensive amount for  2 eggs, bacon, toast and tots.",2024-03-18T14:46:14.822Z,1,,9,FALSE,,,a month ago,,Breakfast,,$30–50,,Dine in,3,1,1,ChZDSUhNMG9nS0VJQ0FnSUQ5bVliTUNnEAE,,,,,Google,,106265405009640708975,,,,,,,,,,,,,
Gene's Bistro,1,"definitely should’ve read the reviews. my mom and i were hungry after we just got off our flight and we wanted to kill some time before we had to board again. we saw this place and decided to eat here. the sign said to see a host before you go in but might as well just sat anywhere bc she didn’t take us to a table. we asked our waitress what the black and blue butter was and in return we got attitude and she explained rudely what was in the burger and not answer our question. for the price of the food and what we got was mediocre at best. as we were eating most of the staff would hang out by our side of the table and talk, some even cussed amongst “staff”. as someone who works in customer service i was appalled by their behavior. please retrain them this isn’t how the face of the place should be acting.",2024-03-16T20:45:17.423Z,1,,2,FALSE,,,a month ago,,Lunch,,$20–30,,Dine in,1,2,1,ChdDSUhNMG9nS0VJQ0FnSUQ5em9MQjlnRRAB,,,,,Google,,105656649672002237530,,,,,,,,,,,,,
Gene's Bistro,2,"Generally speaking, I was disappointed in the service. Took about 8 minutes to be greeted after I sat at the bar and my bartender was not particularly thrilled to be working it seemed. She was attentive, but I had stared at the menu for 5 minutes and prepared to order before she told me what I wanted wasn't available. Apparently all items in the entree section weren't available. A simple 'these items aren't available right now' while handing me a menu would have sufficed. Food that I ordered (chicken club) was very obviously just sliced deli chicken with cheap fries. Shouldn't be $12 let alone $20. Hubbard Inn has better value at this location imo.",2024-03-14T01:06:33.216Z,1,,60,TRUE,,,a month ago,,Dinner,,$30–50,,Dine in,4,2,2,ChZDSUhNMG9nS0VJQ0FnSUQ5elByUkh3EAE,,,,,Google,,116258648822163959876,,,,,,,,,,,,,
Gene's Bistro,1,Took one look at the menu prices and food others had and left. Cool name and plenty of seating.,2024-03-13T23:43:08.330Z,0,,59,TRUE,,,a month ago,,Dinner,,$30–50,,Dine in,1,,2,ChdDSUhNMG9nS0VJQ0FnSUQ5alAyZ213RRAB,,,,,Google,,106536946719966863605,,,,,,,,,,,,,
Gene's Bistro,1,Was the blandest burger I have ever eaten. The waiter had the personality of a crab. Most of the items couldn't be served because of kitchen issues. It cost 65 bucks for 2 burgers fries and one beer. I would have rather brought a bologna with me to eat.,2024-03-12T01:07:23.526Z,1,,68,FALSE,,,a month ago,,Dinner,,$20–30,,Dine in,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5Z1BhLTFBRRAB,,,,,Google,,104532123246291102003,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,Great food!!,2024-04-12T16:10:47.982Z,0,,19,FALSE,,,a week ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREOWUzdHl3RRAB,,,,,Google,,105654240270420440096,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,"Go for it!!
I finally got a chance to eat at Big Rig Taco 🌮, I didn't get the Taco but I did try the steak burrito 🌯 😋
It's definitely worth a try if you're looking to try a great food truck while you're out and about.

****It's cash only****
But it's a food truck so...😂",2024-03-13T23:05:51.950Z,0,,64,TRUE,,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5akpiSWJBEAE,https://lh5.googleusercontent.com/p/AF1QipOA1t8Pqs-uzjv8QsD7G9rPLr2uEg1BXk1yZ-rA=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO65zG7jO0LW6eYBFV9D0YHso02oWP7brdAhB1E=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNDz8uqtNe8ka1TN6_9WwUL0-NKmvMIPjJIQkAO=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOBIcGBn8-nLpFf7vCYJGsKeRXtimUKrHTaUbyc=w150-h150-k-no-p,Google,,114986600850853444182,,,,https://lh5.googleusercontent.com/p/AF1QipMUnAdyIynrS2EuDM_Gqf5y1t8-U4x1J2qsmKcu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNpqKFNLndisP5SECwUNaUXFTwDnx29w46eW8-J=w150-h150-k-no-p,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,"Awesome Mexican food. best in the whole city , probably Even the whole state ! 😁",2023-12-31T17:52:21.699Z,0,,9,FALSE,,,3 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMxc2VtYTVBRRAB,,,,,Google,,117543212169973691356,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,4,Pretty decent tacos,2023-09-30T13:22:57.109Z,0,,398,TRUE,,,6 months ago,,Dinner,,$10–20,,Take out,3,4,4,ChdDSUhNMG9nS0VJQ0FnSURaMXN1MzNRRRAB,,,,,Google,,114315344500360700124,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,Good taco and burrito.,2023-09-27T14:30:03.406Z,0,,9,FALSE,,,6 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURaNHYybzR3RRAB,,,,,Google,,112009322546836322799,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,4,,2023-08-30T08:32:56.261Z,0,,68,TRUE,,,7 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURwaDlYYlRREAE,,,,,Google,,114719356113127356914,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,,2023-08-12T22:54:51.628Z,0,,64,TRUE,,,8 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNwcjZyQUxnEAE,,,,,Google,,105605610895689023752,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,Extremely fast and the tortas are a definite go to. Cash and Zelle only by the way.,2023-08-11T17:05:54.326Z,0,,9,TRUE,,,8 months ago,,Lunch,Plenty of parking,$1–10,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNweDVQZnFnRRAB,,,,,Google,,114146646402451559030,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,"Stumbled upon this hidden truck on a random parking lot driving back from the airport.

Great tacos! Not the greatest tacos of my life, but I was just in Pilsen and the tacos there are unbeatable so I have very high expectations…

Delicious fish taco for $4. Cash or zelle only!",2023-05-26T23:48:22.025Z,0,,385,TRUE,,,10 months ago,,Lunch,,$1–10,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUN4dS1EVVlnEAE,https://lh5.googleusercontent.com/p/AF1QipNRewR-fJKTUIiiubW1VhO3fb8C5TJHuBOm5RG0=w150-h150-k-no-p,,,,Google,,116709758396834884507,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,Delicious food,2023-03-28T04:37:08.456Z,0,,89,TRUE,,,a year ago,,Lunch,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNSX0xuaGdRRRAB,,,,,Google,,108752668830745635629,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,"Taco’s were the best I never tried a food truck, so I was kind of nervous, but I had heard a lot of good things about this particular food truck, and it delivered. The tacos were delicious. I had one steak taco one beef taco and one pork taco they were juicy they were made to order

they were delicious. I highly recommend if you’re near O’Hare to stop here and enjoy.",2023-03-05T01:45:27.455Z,1,,80,TRUE,,,a year ago,,Lunch,,$10–20,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSURoNHBTektREAE,,,,,Google,,103878280298752911269,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,There tacos are very tasty especially there barbacoa,2023-02-28T19:36:41.019Z,0,,86,TRUE,,,a year ago,,Lunch,Plenty of parking,$1–10,,Take out,3,4,4,ChZDSUhNMG9nS0VJQ0FnSURoMk1TcEF3EAE,,,,,Google,,117940295159967005263,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,Al Pastor was great!,2023-02-01T19:04:42.253Z,0,,11,FALSE,,,a year ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURCdjdIMzNnRRAB,,,,,Google,,110060505345700550714,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,"Try them while they were close to the airport just outstanding! Hot, fresh ingredients, great flavors.",2022-12-18T19:11:39.248Z,0,,9,FALSE,,,a year ago,,Lunch,,$1–10,,Take out,,5,5,ChZDSUhNMG9nS0VJQ0FnSUNCalBDdkJREAE,,,,,Google,,112327185566530566680,,,,,,,,,,,,,
Big Rig Tacos & Mariscos Truck,5,,2022-12-13T20:06:39.504Z,0,,3,FALSE,,,a year ago,,,,,,,,5,5,ChdDSUhNMG9nS0VJQ0FnSUQtX19tYTVnRRAB,,,,,Google,,102568097138631548240,,,,,,,,,,,,,
Pizza Nova,1,I asked for the manager and the lady kept saying no and that I can only pay in card which is stupid cause I always pay with cash,2024-04-20T23:51:41.813Z,0,,7,FALSE,,,2 days ago,,,,,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSUNqcG9uMU9BEAE,,,,,Google,,111944354439368060498,,,,,,,,,,,,,
Pizza Nova,5,Pizza and Wings,2024-04-15T04:12:50.724Z,0,,35,FALSE,2024-04-19T05:25:01.884Z,,a week ago,,Lunch,Difficult to find parking,$30–50,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREeDRfdWRnEAE,,,,,Google,,108336499874827850662,,,,,,,,,,,,,
Pizza Nova,5,Best pizza around the neighborhood.,2024-03-30T22:31:51.153Z,0,,14,TRUE,,,3 weeks ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNEdGFDbjl3RRAB,,,,,Google,,102464395484452502449,,,,,,,,,,,,,
Pizza Nova,5,Great pizza,2024-03-30T21:02:25.375Z,0,,57,TRUE,,,3 weeks ago,,Lunch,,$20–30,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEMWJiVS1nRRAB,,,,,Google,,100824440335819503840,,,,,,,,,,,,,
Pizza Nova,2,I used to love their pizza but somehow I feel the quality changed,2024-03-24T20:05:59.835Z,0,,53,FALSE,2024-03-29T05:50:02.357Z,,4 weeks ago,,,,$20–30,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNEbEttTGl3RRAB,,,,,Google,,113966746898113165989,,,,,,,,,,,,,
Pizza Nova,5,,2024-03-23T19:49:48.626Z,0,,,FALSE,2024-03-28T09:35:02.432Z,,4 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEeUlTR1l3EAE,,,,,Google,,100304307545250996471,,,,,,,,,,,,,
Pizza Nova,5,This place our favorite for eat a delicious pizza,2024-03-16T01:13:34.424Z,0,,39,TRUE,2019-04-11T16:25:47.519Z,,a month ago,,Dinner,,$20–30,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUNZc3NtTFFnEAE,,,,,Google,,109507629280019988372,,,,,,,,,,,,,
Pizza Nova,5,"The pizza here is scrumptious! It almost tastes like giordano's pizza which is also amazing. Melissa is an excellent worker, great service!",2024-03-11T23:19:43.146Z,0,,1,FALSE,2024-03-15T09:37:31.476Z,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM5X19QZ2ZREAE,,,,,Google,,106683275442829851180,,,,,,,,,,,,,
Pizza Nova,1,"20 minute wait for a hamburger,  below average pizza, soggy wings and cold soggy fires.  The girl at the register didn't know how to refund my money so what I think is a manager came to refund my money.  He was upset I wanted a refund, I would not recommend this place to anyone.",2024-02-23T21:49:35.199Z,1,,76,TRUE,2021-03-03T14:55:08.952Z,,a month ago,,Lunch,,$1–10,,Dine in,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUR5Z291MDl3RRAB,https://lh5.googleusercontent.com/p/AF1QipPK9H9QSqiEoJKkZcmfKXgYj7fbCMFURJRgOMpk=w150-h150-k-no-p,,,,Google,,107778619949919881724,,,,,,,,,,,,,
Pizza Nova,5,,2024-02-17T16:14:12.408Z,0,,160,TRUE,2024-02-22T10:20:02.285Z,,2 months ago,,Dinner,,$20–30,,,3,5,3,ChZDSUhNMG9nS0VJQ0FnSUNkX1pDdFJBEAE,,,,,Google,,103078288729031500995,,,,,,,,,,,,,
Pizza Nova,5,,2024-02-16T02:51:22.654Z,0,,6,FALSE,2024-02-19T10:45:01.517Z,,2 months ago,,Dinner,,,,Take out,4,5,4,ChZDSUhNMG9nS0VJQ0FnSUNkc2Fla1ZREAE,,,,,Google,,115591780803414169010,,,,,,,,,,,,,
Pizza Nova,5,,2024-02-13T01:11:24.982Z,0,,2,FALSE,2024-02-16T11:55:01.638Z,,2 months ago,,Dinner,Somewhat difficult to find parking,$30–50,,Delivery,,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkOU9meWxBRRAB,,,,,Google,,107812195516812935199,,,,,,,,,,,,,
Pizza Nova,5,,2024-02-12T00:26:10.574Z,0,,2,FALSE,2024-02-15T10:10:03.081Z,,2 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkeEtyV0p3EAE,,,,,Google,,112401442956729031624,,,,,,,,,,,,,
Pizza Nova,1,I had to wait for an hour and 20mns. I called and they said it was going to be a lot longer...I canceled of course. How long was I supposed to wait.,2024-02-09T22:41:32.304Z,0,,23,FALSE,2024-02-15T08:50:01.688Z,,2 months ago,,Dinner,,,,Delivery,,,1,ChZDSUhNMG9nS0VJQ0FnSUNka08tZVFREAE,,,,,Google,,107419748070095255730,,,,,,,,,,,,,
Pizza Nova,2,Ok pizza,2024-02-06T01:14:49.314Z,0,,24,FALSE,2024-02-11T10:50:02.360Z,,2 months ago,,,,,,,5,2,5,ChdDSUhNMG9nS0VJQ0FnSUR0bGZ1c2hBRRAB,,,,,Google,,102814076869748774263,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2024-02-04T14:07:10.804Z,0,,14,TRUE,,,2 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR0anAyRFdREAE,,,,,Google,,116683255448461330126,,,,,,,,,,,,,
Taqueria La Hacienda,2,"Lleve a mi mamá y a m I papá a comer tacos ellos ya son  de la tercera edad. El lugar estaba frío esto fue después de navidad, mi hermana que nos acompañó le dijo a la mesera que el lugar estaba frío y la mesera  contestó muy graciosa que entonces pida un café pero ya habíamos pedido nuestras bebidas, al día siguiente mi mamá amaneció enferma de la gripa ….. no volveremos.",2024-01-28T01:42:50.839Z,0,,6,FALSE,,,2 months ago,,,,,,Dine in,,4,2,ChZDSUhNMG9nS0VJQ0FnSUN0a01TLVZREAE,,,,,Google,,115405638902920748339,,,"I took my mom and dad to eat tacos, they are already elderly. The place was cold, this was after Christmas, my sister who accompanied us told the waitress that the place was cold and the waitress answered very funny that then I should order a coffee but we had already ordered our drinks, the next day my mother woke up sick from the flu…..we will not return.",,,,,,,,,,
Taqueria La Hacienda,1,Waited 20 min to not get our order taken. We watched other tables who got there after us get their order taken and received  their drinks and chips. We did have a waiter ask if our order was taken and we said no not yet; they proceeded to serve and take orders from other tables. Horrible service 👎🏽,2024-01-22T00:34:23.944Z,0,,21,FALSE,,,3 months ago,,,,,,Dine in,,,1,ChZDSUhNMG9nS0VJQ0FnSUROaHV5UVdnEAE,,,,,Google,,100948649311154876113,,,,,,,,,,,,,
Taqueria La Hacienda,1,,2024-01-13T19:46:35.303Z,0,,,FALSE,,,3 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNObXItdkxREAE,,,,,Google,,101192747850046605161,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2023-11-08T19:12:31.213Z,0,,63,TRUE,,,5 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURGNWRqWllnEAE,,,,,Google,,113729570665047543662,,,,,,,,,,,,,
Taqueria La Hacienda,5,Love los tacos de el apastor.,2023-11-03T04:26:27.770Z,0,,9,FALSE,,,5 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNGdTVIcXlnRRAB,,,,,Google,,112471078742262031692,,,Love el apastor tacos.,,,,,,,,,,
Taqueria La Hacienda,4,"Normally not too busy for dining in. They do get a lot of to go orders so service can get a little slow, but server did the best bringing out chips and salsa, drinks and food for multiple tables. Recomemd getting their chorizo, which they prepared it themselves",2023-11-01T00:00:12.432Z,0,,69,TRUE,,,5 months ago,,Breakfast,,$10–20,,Dine in,2,4,4,ChZDSUhNMG9nS0VJQ0FnSUNGX2VXM1JnEAE,,,,,Google,,103782837922105204901,,,,,,,,,,,,,
Taqueria La Hacienda,5,"First time dining here and it was to-go. Man. The food was phenomenal. The rice and beans were so FRESH. Love that. The meat in my torta was so good and the way they cut the mean was legit. I dislike getting cubed carne asada. Salsa was also very tasty (green salsa).

Horchata was also very good! Would try other drinks for sure next time.

Speedy and pleasant service over the phone. I am definitely coming back!",2023-10-19T18:37:26.641Z,0,,13,FALSE,,,6 months ago,,Lunch,,$1–10,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ1cUxhYVJREAE,,,,,Google,,100220107266705270158,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2023-10-16T20:42:36.449Z,0,,5,FALSE,,,6 months ago,,,,,,,3,3,5,ChZDSUhNMG9nS0VJQ0FnSUM1bzZmREtREAE,,,,,Google,,111696440987818890310,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2023-10-12T21:11:31.324Z,0,,17,TRUE,,,6 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM1MnNpQ25nRRAB,,,,,Google,,112195876375611006739,,,,,,,,,,,,,
Taqueria La Hacienda,5,The food is delicious and Saturday they have 🎶  definitely we come back next saturday!!,2023-09-23T20:28:24.278Z,0,,1,FALSE,,,6 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURaMktDaV9RRRAB,,,,,Google,,111055835054585341944,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2023-09-14T12:29:36.551Z,1,,157,TRUE,,,7 months ago,,,,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNacFlybUFnEAE,,,,,Google,,106556114052864149578,,,,,,,,,,,,,
Taqueria La Hacienda,5,,2023-08-20T22:54:06.700Z,0,,22,TRUE,,,8 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURweHFTWU9REAE,,,,,Google,,111615189493772671320,,,,,,,,,,,,,
Taqueria La Hacienda,4,,2023-08-07T01:12:49.908Z,0,,1,FALSE,,,8 months ago,,,,,,,1,4,2,ChdDSUhNMG9nS0VJQ0FnSUNwLWZ1VGpnRRAB,,,,,Google,,109922958865923833056,,,,,,,,,,,,,
Taqueria La Hacienda,5,Los mejores tacos 🌮🌮🌮 de tripa y la carne en se jugo 👍 lo máximo acompañado con una cerveza 🍻 bien fria👌🍻🌮. Recomendado al 100,2023-06-23T19:06:36.690Z,0,,26,FALSE,,,9 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNKb3EtTFhBEAE,,,,,Google,,102588653955534608828,,,The best tacos 🌮🌮🌮 with tripe and the meat in its juice 👍 accompanied with a very cold 🍻 beer 👌🍻🌮. Recommended at 100,,,,,,,,,,
Beaudevin,4,"Beaudevin is a lifesaver. I was a shell of a person, drained from travel and life in general, and I came across Beaudevin at the San Diego Airport. I was able to get a nice, big glass of Malbec and a crudité plate with hummus. Honestly, this place provided me with the only vegetables I had eaten in a couple of days. With my vegetables and wine, I felt ready to get on my delayed flight.",2023-10-04T19:11:08.906Z,0,,7,FALSE,,,6 months ago,,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSURaaGFhemZ3EAE,,,,,Google,,114678019510356558230,,,,,,,,,,,,,
Beaudevin,1,,2023-08-01T22:36:18.034Z,0,,9,FALSE,,,8 months ago,,Other,,$20–30,,Dine in,2,1,1,ChZDSUhNMG9nS0VJQ0FnSUNwbXBITGR3EAE,,,,,Google,,109438176643448819294,,,,,,,,,,,,,
Beaudevin,1,"This is an absolute terrible place! I’m aware that airport prices are a bit steep but here they make sure you get robed on top of a super rude treatment. While I was being robbed for a beer and a salad, my child was sitting at the public piano playing it gently, and suddenly one of the socially challenged bartenders, not hindered by any form of intellect, walked up and pushed him away and slammed the key-lid in front of his face while literally screaming that it was not a toy.
Yes, it’s an airport bar but a little bit of decency and respect towards your customers would be nice after paying $35 dollars for a beer and a salad. For that money you would expect that the owner should be able to effort a bartender that isn’t retarded….",2023-06-04T00:09:39.881Z,2,,35,TRUE,,,10 months ago,,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUR4OUw2MEd3EAE,https://lh5.googleusercontent.com/p/AF1QipOKySiarJJg-IRKvOqBujpoZX7N5lOqe_x4KcE4=w150-h150-k-no-p,,,,Google,,110438206673093120596,,,,,,,,,,,,,
Beaudevin,4,,2023-05-17T01:12:42.347Z,0,,34,FALSE,,,11 months ago,,,,,,,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUN4MXZDTy1nRRAB,,,,,Google,,113246639350646487975,,,,,,,,,,,,,
Beaudevin,1,"Horrible customer service staff is not friendly at all. Very rude service with a very bad attitude. We are was waiting on the lane for empty table, there is was empty 4 tables 39 minute, but staff don’t car about people waiting. I tried to talk with the manager and they wasn’t even paid attention to us.",2023-05-05T00:43:04.215Z,0,,32,FALSE,,,11 months ago,,,,,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSURSaF9UWkd3EAE,,,,,Google,,110869809576534320843,,,,,,,,,,,,,
Beaudevin,5,,2023-03-27T21:04:35.387Z,0,,8,FALSE,,,a year ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNSdk1xbEJBEAE,,,,,Google,,101419867344548105718,,,,,,,,,,,,,
