title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking type options,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16
Herons,5,"We were lucky enough to have our anniversary celebration dinner at Herons last night. OMG, what an outstanding experience! As others have stated, the service was impeccable yet very personable and down to earth. And that statement applies to everyone with whom we came into contact.

The place was beautifully decorated but not the least bit overbearing. And the atmosphere was quiet yet celebratory throughout the restaurant. Clearly everyone there was happy.

And for the food.... I can't begin to describe the complexity of flavors. Every course was unique and delightful. We chose the wine pairing option; it was every bit as delicious and harmonious as the food creations. The Sommelier knew his trade, providing outstanding selections that complimented every course.

We're so happy to have chosen Herons for our celebration.",2024-02-18T16:43:25.482Z,0,,29,FALSE,,,2 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkdThMYmpRRRAB,,,,,,Google,,104173644955983015616,,,,,,,,,,,,,,,,
Herons,5,"We went for the valentine's day dinner and had an incredible time. Definitely very pricey but the whole experience was worth it. We had a continuous stream of very interesting, beautiful and delicious dishes for almost three hours. It it won't totally destroy your budget I would highly recommend checking this place out at least once.",2024-02-17T14:13:42.632Z,0,,103,TRUE,,,2 months ago,,Dinner,,$100+,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkM1lXTHBBRRAB,https://lh5.googleusercontent.com/p/AF1QipPdCUgwXbi0RYzHNXiXIUgeHqyxwQGCl1wDB4IV=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPo72cP1bUFZ4c-Oe3cdnc-yRN5vpTeNObQjG6S=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOwtx1KauH_GP9CfthSP6ZNCzAXBYP3tguagpKg=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPwSDQUOKEbGOxsadYf63SyJFJOvIf5EJHNqVIN=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPICWKrtufaTLHrFxu0tbd5na4IA9dTXbQs1SCQ=w150-h150-k-no-p,Google,,112623273551963144123,,,,,https://lh5.googleusercontent.com/p/AF1QipMtw_s5gnDfzaoBtTkTqDy6Jel9S7LGCNABaHEr=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipONsNgJ3AkKGigc4CGKRl3L9gWjNfGysY5FDGp5=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMVUhtVfNP3t_EpsIyDQtFQVFi4Ktb5GLKlHxl4=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOfVYdB-vLJafcg6bhSa7g3zoS3Oq6Y3-M2IDhi=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNTzxmf4g3wtECWlJReaoNfUzRBPbC5HjuqBYx2=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPcVN9GRIbPFNZo5Xnedl7CFheJlKuJDjTu_sv4=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMOO1SJIemZHKsF3nIBa22Fj25tgqoQPRv0_nPa=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMrDR91x9jfn1hmX3GxAAj-PCz7D-22YG22Negh=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMqEIuazrVLPOJAgMAsVWGhqCG12TZ9XHo1VtTZ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPiOEy3zhFApPP6rFcE3qacdoei-xTgJbMWPUXX=w150-h150-k-no-p,,
Herons,5,"By far the best restaurant in Raleigh. Proper service, fantastic food, exceptional wine list, wonderful ambiance. So grateful we found this restaurant, when we desire a special lunch, brunch or dinner- this is always our choice. Also lovely to sit and have a drink before or after in the lobby bar.",2024-02-16T02:27:55.602Z,0,,26,TRUE,,,2 months ago,,Lunch,,$100+,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkc2MzbHNBRRAB,,,,,,Google,,100259186522455662963,,,,,,,,,,,,,,,,
Herons,5,"The dining experience was excellent in all ways. Service is over the top excellent, food amazing and a nice relaxed ambiance.",2024-02-08T23:41:52.724Z,0,,13,FALSE,,,2 months ago,,Lunch,,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0bjlYSzVBRRAB,,,,,,Google,,110977070383599292782,,,,,,,,,,,,,,,,
Asian Garden,4,,2024-04-16T09:38:57.420Z,0,,11,TRUE,,,a week ago,,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUREdjR1WkRnEAE,,,,,,Google,,116019220916109604946,,,,,,,,,,,,,,,,
Asian Garden,3,,2024-03-25T22:47:05.764Z,0,,15,FALSE,,,4 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEZ3U2REJ3EAE,,,,,,Google,,115854272009839628078,,,,,,,,,,,,,,,,
Asian Garden,4,It was good however I noticed that kitchen workers didn't have gloves on while handling the food,2024-03-15T00:38:03.745Z,0,,9,FALSE,,,a month ago,,Lunch,,$1–10,,,3,4,3,ChdDSUhNMG9nS0VJQ0FnSUQ5a3V1ejdBRRAB,,,,,,Google,,117788828677937416474,,,,,,,,,,,,,,,,
Asian Garden,4,,2024-03-14T14:08:04.013Z,0,,2,FALSE,,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5X0t2Mk5REAE,,,,,,Google,,108090307602433733139,,,,,,,,,,,,,,,,
Asian Garden,5,Super fire tofu pad Thai,2024-03-04T23:33:56.727Z,0,,2,FALSE,,,a month ago,,Dinner,,$1–10,Somewhat recommend,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5aHZ6c2RREAE,,,,,,Google,,102968808092098250922,,,,,,,,,,,,,,,,
Asian Garden,4,Only got undercooked rice twice in my 3 years eating here,2024-03-03T19:04:35.205Z,0,,12,FALSE,,,a month ago,,Dinner,,$10–20,,Take out,4,4,5,ChZDSUhNMG9nS0VJQ0FnSUM5cko2d2RREAE,,,,,,Google,,114669235554004705027,,,,,,,,,,,,,,,,
Asian Garden,5,"Love this Place! The food is delicious, people are friendly and is a family environment. My family and I have been eating here for more than 10 yrs!",2024-03-03T18:56:25.524Z,0,,1,FALSE,,,a month ago,,Dinner,,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5ckxiQ3V3RRAB,,,,,,Google,,117876133001908659370,,,,,,,,,,,,,,,,
Asian Garden,5,Personally this is my to go spot😍 everything comes hot and looks fresh,2024-03-03T02:27:06.774Z,0,,3,FALSE,,,a month ago,,,,,,,,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5dElhUGxRRRAB,https://lh5.googleusercontent.com/p/AF1QipOjvzXkgnkg6b5r8HN-tqOQt3eyU8DBY8C92ulE=w150-h150-k-no-p,,,,,Google,,110398471378763733824,,,,,,,,,,,,,,,,
Asian Garden,4,,2024-02-23T23:28:52.375Z,0,,20,FALSE,,,a month ago,,Dinner,,$1–10,,Take out,3,4,5,ChdDSUhNMG9nS0VJQ0FnSUNkcDdtaXBnRRAB,https://lh5.googleusercontent.com/p/AF1QipNWQ7mDgirSwVGc3ak1cxJQ7PWjsd5U6Vy7bR6J=w150-h150-k-no-p,,,,,Google,,114800487788236236293,,,,,,,,,,,,,,,,
Asian Garden,5,"Tried this pace out for the first time last night because it was close. I had House Mei fun and my husband has house rice. We loved it, it always the rice for me at a Chinese spot. Once you pass the rice test it’s a go.. Ordering dinner from them again tonight!!",2024-02-16T01:51:09.382Z,0,,5,FALSE,,,2 months ago,,Dinner,,$10–20,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkc2FidFNBEAE,,,,,,Google,,104522214747216890166,,,,,,,,,,,,,,,,
Asian Garden,5,I ate their large chicken veggie soup 2 days into covid with high fever. The next day I woke up no longer feeling sick. Interpret this however you wish.,2024-01-25T00:33:58.327Z,1,,19,FALSE,,,2 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURON2RTRVJnEAE,,,,,,Google,,110663286039918788700,,,,,,,,,,,,,,,,
Asian Garden,5,,2024-01-22T19:49:56.948Z,0,,,FALSE,,,3 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROM3B2bTBBRRAB,,,,,,Google,,111129285982370063867,,,,,,,,,,,,,,,,
Asian Garden,5,Makes me happy,2024-01-18T20:27:11.210Z,1,,227,TRUE,,,3 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNOdC1qTE1BEAE,,,,,,Google,,114869657863419699634,,,,,,,,,,,,,,,,
Asian Garden,5,"Definitely the best Chinese restaurant in the area and one of the best I tried in my life. We live nearby, so we either order with delivery (highly recommended to call them directly for ordering) or just walk in to get something to go. Food is always very fresh and delicious. Their tangerine beef is exceptional and we order it every time. It is hard to stop eating, even when you are already full. It is a small, local family business. Great place, amazing quality, good prices and 100% worth the price.",2024-01-16T22:33:12.493Z,0,,5,FALSE,,,3 months ago,,Lunch,,$10–20,,Delivery,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNON2NYdjh3RRAB,,,,,,Google,,114178449742755821541,,,,,,,,,,,,,,,,
Asian Garden,5,,2024-01-14T20:51:44.467Z,0,,,FALSE,,,3 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURnNDZyWThRRRAB,,,,,,Google,,114277250324275745497,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,The food was delicious and the atmosphere is so beautiful!! We've been searching for a great Mexican restaurant in the triangle and we feel like we finally found one! The prices were reasonable and our waitress was very attentive. I will definitely be recommending this spot to friends.,2024-04-22T01:59:10.453Z,0,,10,FALSE,,,a day ago,,Dinner,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqbnQzbnRRRRAB,,,,,,Google,,111953843419755281906,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,,2024-04-21T12:42:18.292Z,0,,7,FALSE,,,2 days ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqOXU3LWt3RRAB,,,,,,Google,,116993490702125781684,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"Fun, modern atmosphere and great service. Food was very fresh.",2024-04-21T03:01:20.615Z,0,,12,FALSE,,,2 days ago,,Dinner,,$20–30,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqNXJuNXJRRRAB,https://lh5.googleusercontent.com/p/AF1QipPyoahHw9JUgIRsorqMAbgoIAAfM8B74yWeLzAb=w150-h150-k-no-p,,,,,Google,,116092601100521948685,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"Went for my birthday and it was absolutely amazing! Incredible staff, food, and ambiance",2024-04-20T23:25:10.799Z,0,,84,TRUE,,,2 days ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqcHJhbThnRRAB,,,,,,Google,,117778221002390294476,,,,,,,,,,,,,,,,
La Victoria Mexican Food,4,,2024-04-19T17:45:39.799Z,0,,7,FALSE,,,4 days ago,,Dinner,,$20–30,,Dine in,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUNqc3VqNnZnRRAB,,,,,,Google,,102890427492214214055,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"The waitstaff is always kind, and they have the best ACP in the area!!",2024-04-18T21:08:43.310Z,0,,2,FALSE,2024-04-19T15:31:04.593Z,,4 days ago,,Dinner,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqM0lDRXBRRRAB,,,,,,Google,,110252999457608076263,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,,2024-04-17T13:04:52.183Z,0,,11,TRUE,2024-04-19T15:33:59.999Z,,6 days ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqNklXYWh3RRAB,,,,,,Google,,105356010938441481999,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"The food was delicious, the service friendly and fast and I Will definitely come again when I'm in the area.",2024-04-16T21:46:47.243Z,0,,4,FALSE,2024-04-19T15:33:34.103Z,,6 days ago,,Dinner,,,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqa08tZk9nEAE,,,,,,Google,,105288794946884522803,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"""Fantastic Ambience, Must-Try Cocktails, Good Food

This place offers a fantastic ambience, with must-try cocktails and margaritas and enjoyable food. Perfect for a great evening out.""",2024-04-15T14:13:59.993Z,0,,5,FALSE,2024-04-19T15:41:11.601Z,,a week ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREdF82eGNREAE,,,,,,Google,,116344179415546552464,,,,,,,,,,,,,,,,
La Victoria Mexican Food,1,"We ordered the steak quesadillas and the steak was so tough and tasted horrible.
We also ordered the hard chicken tacos
The chicken had no flavor and the rice and refried beans were awful
We asked the server to take the steak quyoff out bill and we were told, “We are not allowed to take anything back”
I never heard of such a thing in my life
I asked for the manager and was told the manager wasn’t answering his phone
After three attempts I told our server we really don’t like the food. He finally took it off the bill but assured me that’s not the restaurants policy. I won’t be going back. It isn’t really a clean restaurant. And the bathrooms were dirty.",2024-04-14T21:27:18.257Z,0,,4,FALSE,2024-04-19T15:43:49.601Z,,a week ago,,Dinner,,$20–30,,Dine in,2,1,1,ChdDSUhNMG9nS0VJQ0FnSURELThPcW5RRRAB,,,,,,Google,,106429883553892860935,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,"I went to this restaurant today for the first time and was pleasantly surprised. The sitting however, was a bit different in that they had only tables and chairs and no booths. It also isn’t a very large place. My lunch entrée was a good portion size and very flavorful. I will definitely be back!! 😋",2024-04-13T22:56:15.210Z,0,,9,FALSE,,,a week ago,,Lunch,Plenty of parking,$10–20,Somewhat recommend,Dine in,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUREMDZTcXV3RRAB,,,,,,Google,,110742438993934944837,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,,2024-04-13T20:46:14.228Z,0,,189,TRUE,,,a week ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREazRyNVRREAE,,,,,,Google,,100603232287161540214,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,,2024-04-13T18:01:53.539Z,0,,16,FALSE,,,a week ago,,Lunch,Plenty of parking,$20–30,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURENDVUOTR3RRAB,,,,,,Google,,103828708104830756281,,,,,,,,,,,,,,,,
La Victoria Mexican Food,4,,2024-04-13T14:04:33.346Z,0,,64,TRUE,,,a week ago,,,,,,Dine in,3,4,4,ChZDSUhNMG9nS0VJQ0FnSUREdzlMR0lREAE,,,,,,Google,,100986270510120057920,,,,,,,,,,,,,,,,
La Victoria Mexican Food,5,The hostess and service staff were absolutely phenomenal!!!! This place is very casual and yet high class! The servers do not pressure you but wait on you with care and respect. The food is delicious and very authentic.,2024-04-13T01:41:24.182Z,0,,14,TRUE,,,a week ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREN2RlTjVRRRAB,,,,,,Google,,109093749390710341183,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,Always good. All ingredients taste fresh.,2024-04-03T01:23:59.355Z,0,,33,TRUE,,,2 weeks ago,,Lunch,Somewhat difficult to find parking,$10–20,Highly recommend,Dine in,4,5,4,ChdDSUhNMG9nS0VJQ0FnSUNEMS1QNXRBRRAB,,,,,,Google,,115168663770508191253,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,Muy buena comida.  El manager hace un muy buen trabajo.....  good job 👏🏼 👍,2024-04-02T19:07:02.044Z,0,,322,TRUE,,,3 weeks ago,,,,,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNENTY2YUl3EAE,,,,,,Google,,101354182361330076102,,,Very good food. The manager does a very good job..... good job 👏🏼 👍,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2024-03-30T02:06:08.061Z,0,,26,TRUE,,,3 weeks ago,,Dinner,Plenty of parking,$10–20,Highly recommend,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNENmRiV0lBEAE,,,,,,Google,,113045407877222042984,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2024-03-26T22:42:09.699Z,0,,25,TRUE,,,3 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEcXEyMnVnRRAB,,,,,,Google,,116312871477523883637,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,Nothing like a fresh bowl of joy from Moe's. They give enough portion that allows you to have 2nds and that us the reason to come back for a great price,2024-03-12T14:17:51.440Z,0,,47,TRUE,,,a month ago,,Lunch,Somewhat difficult to find parking,$10–20,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5OElDWGl3RRAB,,,,,,Google,,114656047913774407159,,,,,,,,,,,,,,,,
Moe's Southwest Grill,3,,2024-03-04T01:42:08.042Z,0,,,TRUE,,,a month ago,,,,,,,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUM5N0wzUURnEAE,,,,,,Google,,102557314697892850014,,,,,,,,,,,,,,,,
Moe's Southwest Grill,4,"Typical chain burrito place.  If going for dinner, don't park in front.  The Starbucks delivery truck is known to block people in",2024-02-24T14:34:50.523Z,0,,108,TRUE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURkMGFQdG5BRRAB,,,,,,Google,,111513893459170102507,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2024-01-29T18:03:00.411Z,0,,8,FALSE,,,2 months ago,,Lunch,,$1–10,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUN0M05QTkpBEAE,,,,,,Google,,106722029067875913394,,,,,,,,,,,,,,,,
Moe's Southwest Grill,4,,2024-01-25T00:54:51.698Z,1,,408,TRUE,,,2 months ago,,Dinner,,$10–20,,Dine in,2,3,4,ChZDSUhNMG9nS0VJQ0FnSURON1pMdldnEAE,,,,,,Google,,100295821140608668461,,,,,,,,,,,,,,,,
Moe's Southwest Grill,3,Just OK,2024-01-07T21:29:01.722Z,0,,28,TRUE,,,3 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQxa1l2dXhnRRAB,,,,,,Google,,109295195336666044314,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2023-11-16T12:09:01.786Z,0,,75,TRUE,,,5 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNsbXIyLURnEAE,,,,,,Google,,108626926395897004557,,,,,,,,,,,,,,,,
Moe's Southwest Grill,3,,2023-10-13T17:12:55.855Z,0,,21,TRUE,,,6 months ago,,Lunch,,$10–20,,Take out,4,3,3,ChdDSUhNMG9nS0VJQ0FnSUM1N3B1XzlBRRAB,,,,,,Google,,108827538262715880371,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2023-09-30T21:52:12.662Z,0,,30,FALSE,,,6 months ago,,Dinner,,,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURaam9yTnZ3RRAB,,,,,,Google,,104631217970257035122,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,,2023-09-29T15:31:56.819Z,0,,29,FALSE,,,6 months ago,,,,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURaaHJLRTJRRRAB,,,,,,Google,,106647022826123109143,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5,"Nice mexican food. Enjoyed the food, the service, the place, the price.",2023-09-27T17:44:26.879Z,0,,33,TRUE,,,6 months ago,,Lunch,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURaa3ZPQlBREAE,,,,,,Google,,112107988206027673318,,,,,,,,,,,,,,,,
Bravo's Méxican Grill,4,"I don't remember what it was called, but I had a chicken and ham and spinach grilled vegetables and rice with a very very light cheese sauce. It was awesome. I can't wait to go back. It was a very clean and well run restaurant, but it could have been a little nicer.",2024-04-20T12:44:27.070Z,0,,34,TRUE,,,3 days ago,,Dinner,,$10–20,,Dine in,3,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqMnF2RUV3EAE,,,,,,Google,,113247981768240650592,,,,,,,,,,,,,,,,
Bravo's Méxican Grill,3,Fast service!,2024-04-19T02:21:09.698Z,0,,12,TRUE,,,4 days ago,,,,,,,3,3,5,ChZDSUhNMG9nS0VJQ0FnSUNqdk1PaWNnEAE,,,,,,Google,,113313394727624722591,,,,,,,,,,,,,,,,
Bravo's Méxican Grill,5,"This is absolutely the best place for Mexican food in the Triangle area. Great service, great food, and nice place to sit on a sunny day.",2024-04-12T21:43:34.834Z,0,,6,TRUE,,,a week ago,,Dinner,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREclpubEFREAE,,,,,,Google,,103545084497073133627,,,,,,,,,,,,,,,,
