title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking space
Sabor Latino,3,"Great place for friends and family...
Loved.. esto es una actualización de mi comentario , 04/03/24 fue una mala experiencia con la comida al parecer el aceite estaba muy biejo que todo lo freído con ese aceite olía mal y sabía muy mal espero cambien el aceite más frecuente.",2024-04-06T20:17:08.025Z,1,,155,TRUE,,,2 weeks ago,,,$50–100,,,5,2,5,ChdDSUhNMG9nS0VJQ0FnSUNBbTZtbjNBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114599615984205440922,,,"Great place for friends and family...
Loved.. this is an update of my comment, 03/04/24 it was a bad experience with the food apparently the oil was very good that everything fried with that oil smelled bad and tasted very bad I hope they change the oil more frequently.",
Sabor Latino,4,The drinks were amazing!,2024-03-31T22:27:32.848Z,1,,2,FALSE,2024-04-05T09:47:22.918Z,,3 weeks ago,,Lunch,$100+,,Dine in,5,3,5,ChZDSUhNMG9nS0VJQ0FnSUNEZzhPdkJBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110004984228275742786,,,,
A Xiang Mi Xian 阿香米线,5,,2024-03-25T15:12:10.049Z,0,,3,FALSE,,,4 weeks ago,,Lunch,$10–20,,Dine in,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEblAyWElnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102871395435837649190,,,,
A Xiang Mi Xian 阿香米线,1,,2024-03-05T20:36:49.218Z,0,,8,FALSE,,,a month ago,,Lunch,$50–100,,Dine in,,,,ChdDSUhNMG9nS0VJQ0FnSUM5N3VLLWdRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100170130287248083814,,,,
A Xiang Mi Xian 阿香米线,4,米线烤串都不错，服务员态度也可以👍,2024-02-15T18:19:31.738Z,0,,35,FALSE,,,2 months ago,,Dinner,$10–20,,Take out,3,4,4,ChZDSUhNMG9nS0VJQ0FnSUNkd2MyV1N3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110753284067047663373,,,"The rice noodles and skewers are good, and the waiter’s attitude is also good👍",
A Xiang Mi Xian 阿香米线,5,Had a lovely meal for my birthday. Was worth the trip from Brooklyn. Every dish was a hit but stand outs included the Tomato Stew and the Pickled Fish with Mustard Greens.,2024-02-12T02:07:27.254Z,0,,15,FALSE,,,2 months ago,,Lunch,$20–30,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkeE5tWnpRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114658735287395586940,,,,
A Xiang Mi Xian 阿香米线,5,The taste is very good and the service is good. Worth recommending. I will be back again.,2024-02-05T09:37:22.332Z,0,,4,FALSE,,,2 months ago,,Dinner,$10–20,,Dine in,3,5,4,ChZDSUhNMG9nS0VJQ0FnSUR0aWRiSERnEAE,https://lh5.googleusercontent.com/p/AF1QipPXX7CK2D7Fv5nzbXt2iQj1l0QnWfem4O5pyU5c=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113847200581425583511,,,,
A Xiang Mi Xian 阿香米线,1,"The food was terrible, the service was poor, and they charged a high service fee. I won't be going back a second time.",2024-01-15T23:59:24.169Z,0,,24,TRUE,,,3 months ago,,Dinner,$30–50,,Dine in,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNOMmV2eWF3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112020837726528679744,,,,
A Xiang Mi Xian 阿香米线,1,我点的是番茄牛腩，一块牛腩都没有。就两片火锅牛肉片，欺骗成分太大。,2023-11-25T18:40:24.517Z,0,,4,FALSE,,,4 months ago,,Lunch,$10–20,,Take out,1,1,2,ChZDSUhNMG9nS0VJQ0FnSUNsdzl2SGV3EAE,https://lh5.googleusercontent.com/p/AF1QipMFya1lXvVlPHMlu1uf_6JkmpOF2a1IGFT2mEpu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMv7J24leiexzSw1Pzdg3H6OmJTG9VovYgWFX5B=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPtNGn4ZkS__bhw3Qg5fEYo2iFzIUktJxe4pFUB=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112293694956155461557,,,"I ordered tomato brisket and there wasn't even a piece of brisket. Just two slices of hot pot beef, too much deception.",
A Xiang Mi Xian 阿香米线,5,味道不错,2023-11-25T00:16:38.544Z,0,,7,FALSE,,,4 months ago,,Lunch,$10–20,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNsM2Y2VXp3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112176900516531430913,,,tasty,
A Xiang Mi Xian 阿香米线,1,"不好吃，纯豆瓣酱出来的红油，毫无技术含量，重口味。量不多。15$加税16.32，只能20不用找，这里需要付小费，给了餐具，但是没有倒水。付小费的面馆.餐厅我还没见过企台不倒水的。It's not delicious. The red oil made from pure bean paste has no technical content and has a strong taste. Not much. 15$ plus tax 16.32, only 20 without asking for it. Tips are required here. Cutlery was given, but water was not poured. I have never seen a noodle shop or restaurant where tipping is required without pouring water.",2023-11-24T02:54:49.516Z,2,,14,FALSE,,,4 months ago,,Other,$10–20,,Dine in,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNsalliM2FREAE,https://lh5.googleusercontent.com/p/AF1QipPXTdTJkZgC1RTqiY5oDdFmCbE2DcgoDEzjKEOv=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109200522793454438398,,,"It's not delicious. The red oil made from pure bean paste has no technical content and has a strong taste. Not much. 15$ plus tax 16.32, only 20 without asking for it. Tips are required here. Cutlery was given, but water was not poured. I have never seen a noodle shop or restaurant where tipping is required without pouring water. It's not delicious. The red oil made from pure bean paste has no technical content and has a strong taste. Not much. 15$ plus tax 16.32, only 20 without asking for it. Tips are required here. Cutlery was given, but water was not poured. I have never seen a noodle shop or restaurant where tipping is required without pouring water.",
A Xiang Mi Xian 阿香米线,1,Their official open time is 10am I came here at 10:15 the staff told me they need 30 more minutes to prepare. Worst experience ever.,2023-11-23T15:18:14.893Z,0,,4,FALSE,,,4 months ago,,Lunch,,,Dine in,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUNsdGZqM3VRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112712288149268800412,,,,
A Xiang Mi Xian 阿香米线,3,很无语，点错单，我算了。  我带回来… 没给我筷子和勺子… 我不做饭，家里有这些？,2023-11-20T07:29:06.766Z,0,,3,FALSE,,,5 months ago,,,,,,3,3,3,ChdDSUhNMG9nS0VJQ0FnSUNsb2FMWGpRRRAB,https://lh5.googleusercontent.com/p/AF1QipOOLBQf6NpzKPXD-EYtEfZfs4c2PW5cJHLtTuCr=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117824352138906859738,,,"I was speechless. I ordered the wrong order, so I forgot about it. I brought it back... I was not given chopsticks and spoons... I don't cook, do you have these at home?",
A Xiang Mi Xian 阿香米线,5,,2023-11-14T06:06:53.445Z,0,,50,TRUE,,,5 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNscEpPQlpBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102522585449774161502,,,,
A Xiang Mi Xian 阿香米线,5,"Went at 1am for late night dinner. Ordered beef noodles, stinky tofu, and fried intestines. Food was amazing 👏🏻 😋",2023-11-13T07:35:07.961Z,0,,4,FALSE,,,5 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNsOE5Yd2hnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108351357868862465950,,,,
A Xiang Mi Xian 阿香米线,5,Food was tasty 😋,2023-10-16T00:53:32.155Z,1,,104,TRUE,,,6 months ago,,Dinner,$10–20,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUM1bGJ5U0NnEAE,https://lh5.googleusercontent.com/p/AF1QipMUSXWfNfPkeAI96cI4JJCIPiDHS7jngdN-7-sq=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN3nI1HC0qT1SMAsqlfeSBbx7k_X71FO3k8TiHt=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNXVfPV_Q7WDfF9UGEh8jRtyaEEFVEt3sVNmx38=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114963560467924796169,,,,
A Xiang Mi Xian 阿香米线,5,,2023-10-14T17:03:55.680Z,0,,3,FALSE,,,6 months ago,,Lunch,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM1NFllOXVRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100261818254083498354,,,,
Sam's Pizza,1,"I give this place zero stars honestly The owner is very rude I was in the pizza shop and I asked for my two slices to go and I want it in the box and as I was paying for my pizza I told him I’m going to sit right here and he said I cannot allow you to sit and eat the pizza because it’s in the pizza box I never heard of this it doesn’t make no sense. He told me I would have to take my pizza out of the box if , wanted to sit down and eat inside  I’m never coming here again, you lost the customer and you were very nasty anywhere I go to order pizza always ask for a box and they never told me once in my life that I cannot eat in the pizza place because I’m have the pizza in a box",2024-04-16T21:03:24.210Z,0,,1,FALSE,,,6 days ago,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNqa09YdWNBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109659743764310897455,,,,
Sam's Pizza,5,,2024-04-11T23:31:32.218Z,0,,464,TRUE,,,a week ago,,Brunch,$1–10,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUREaGF2V1hnEAE,https://lh5.googleusercontent.com/p/AF1QipOajCN4KZ6uW0G5BoIO34Qt7LbsGuKf14UQ-Z8S=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN_RODakUOzwuyenf3EssDluBMfUhQstIS1FCgA=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101408599427719381927,,,,
Sam's Pizza,5,Best pizza in the bronx,2024-03-30T19:33:13.873Z,0,,16,TRUE,,,3 weeks ago,,Lunch,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEbGVMWm9BRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112423670821013239369,,,,
Sam's Pizza,4,Really good store and pizza.,2024-03-30T04:34:34.522Z,0,,5,FALSE,,,3 weeks ago,,Lunch,$1–10,,Take out,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUNEbVk2ZmhBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104293159949259599321,,,,
Sam's Pizza,5,,2024-03-14T03:29:05.864Z,0,,1,FALSE,,,a month ago,,Dinner,$1–10,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5ckw2VmNBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114070571558218733628,,,,
Sam's Pizza,5,,2024-03-13T19:38:16.081Z,0,,,FALSE,,,a month ago,,,,,,,5,,ChZDSUhNMG9nS0VJQ0FnSURobXBLOUFnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,111564964997290003363,,,,
Sam's Pizza,5,"Pizza here is always amazing, pleasant atmosphere, always clean.",2024-02-22T21:29:36.953Z,0,,26,FALSE,,,2 months ago,,Lunch,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURkdXZpLWhRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109746310363094256239,,,,
Sam's Pizza,5,"Was looking for a quick bite to eat in the Bronx and this was the most packed spot on the block. I went there in the middle of the day. Let me just say, this spot is TINY but when I tell you there were 5 people in there ordering at once. That’s when I knew the pizza was gonna be good. Service was great even though it was busy. I got a Slice and it was huge. Nice thin crust. Perfection.",2024-02-22T13:36:22.355Z,1,,7,FALSE,,,2 months ago,,Lunch,$1–10,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURkeXVELVZnEAE,https://lh5.googleusercontent.com/p/AF1QipOKS2qsD81LkIf_2o_Gsf5enjLmZJwcNW9Xspms=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM3INUlXE1b9fOpEnbipAshL4HrlnyWOSDmFO0f=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114362747715962329085,,,,
Sam's Pizza,5,"Good pizza, cheese they use is not salty . I love it.",2024-02-21T21:43:01.669Z,0,,25,FALSE,,,2 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURkX0lYVUlBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112002968369837022677,,,,
Sam's Pizza,5,Excellent NY pizza. Friendly place. And there's seating in the back.,2024-02-16T19:11:04.609Z,0,,12,FALSE,,,2 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNkeGQtVzZBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,118006633706242937811,,,,
Sam's Pizza,5,,2024-02-08T22:02:30.252Z,0,,5,TRUE,,,2 months ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0bjRMZV9RRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113672054164187054231,,,,
Sam's Pizza,5,I don't come here often but when I do come I love that pizza and they're very nice people,2024-01-31T02:14:32.178Z,0,,77,TRUE,,,2 months ago,,Other,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN0LVlTY3FRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102525130874659111428,,,,
Sam's Pizza,5,My favorite pizza & great customer service,2024-01-28T23:44:56.045Z,0,,18,FALSE,,,2 months ago,,,,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN0aEtMWGpBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,105140499023869604628,,,,
